Any,Codi_Districte,Nom_Districte,Codi_Barri,Desc_Barri,Cilindrada_motos,Nombre_motos
2018,6,Gràcia,29,el Coll,Fins a 75 cc,47
2018,6,Gràcia,30,la Salut,Fins a 75 cc,102
2018,6,Gràcia,31,la Vila de Gràcia,Fins a 75 cc,342
2018,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Fins a 75 cc,184
2018,7,Horta-Guinardó,33,el Baix Guinardó,Fins a 75 cc,119
2018,7,Horta-Guinardó,34,Can Baró,Fins a 75 cc,53
2018,7,Horta-Guinardó,35,el Guinardó,Fins a 75 cc,164
2018,7,Horta-Guinardó,36,la Font d'en Fargues,Fins a 75 cc,65
2018,7,Horta-Guinardó,37,el Carmel,Fins a 75 cc,123
2018,7,Horta-Guinardó,38,la Teixonera,Fins a 75 cc,52
2018,7,Horta-Guinardó,39,Sant Genís dels Agudells,Fins a 75 cc,36
2018,7,Horta-Guinardó,40,Montbau,Fins a 75 cc,12
2018,7,Horta-Guinardó,41,la Vall d'Hebron,Fins a 75 cc,20
2018,7,Horta-Guinardó,42,la Clota,Fins a 75 cc,4
2018,7,Horta-Guinardó,43,Horta,Fins a 75 cc,109
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Fins a 75 cc,71
2018,8,Nou Barris,45,Porta,Fins a 75 cc,70
2018,8,Nou Barris,46,el Turó de la Peira,Fins a 75 cc,41
2018,8,Nou Barris,47,Can Peguera,Fins a 75 cc,5
2018,8,Nou Barris,48,la Guineueta,Fins a 75 cc,36
2018,8,Nou Barris,49,Canyelles,Fins a 75 cc,18
2018,8,Nou Barris,50,les Roquetes,Fins a 75 cc,35
2018,8,Nou Barris,51,Verdun,Fins a 75 cc,27
2018,8,Nou Barris,52,la Prosperitat,Fins a 75 cc,70
2018,8,Nou Barris,53,la Trinitat Nova,Fins a 75 cc,16
2018,8,Nou Barris,54,Torre Baró,Fins a 75 cc,17
2018,8,Nou Barris,55,Ciutat Meridiana,Fins a 75 cc,11
2018,8,Nou Barris,56,Vallbona,Fins a 75 cc,4
2018,9,Sant Andreu,57,la Trinitat Vella,Fins a 75 cc,18
2018,9,Sant Andreu,58,Baró de Viver,Fins a 75 cc,5
2018,9,Sant Andreu,59,el Bon Pastor,Fins a 75 cc,26
2018,9,Sant Andreu,60,Sant Andreu,Fins a 75 cc,164
2018,9,Sant Andreu,61,la Sagrera,Fins a 75 cc,104
2018,9,Sant Andreu,62,el Congrés i els Indians,Fins a 75 cc,45
2018,9,Sant Andreu,63,Navas,Fins a 75 cc,72
2018,10,Sant Martí,64,el Camp de l'Arpa del Clot,Fins a 75 cc,160
2018,10,Sant Martí,65,el Clot,Fins a 75 cc,67
2018,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Fins a 75 cc,71
2018,10,Sant Martí,67,la Vila Olímpica del Poblenou,Fins a 75 cc,36
2018,10,Sant Martí,68,el Poblenou,Fins a 75 cc,96
2018,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Fins a 75 cc,29
2018,10,Sant Martí,70,el Besòs i el Maresme,Fins a 75 cc,33
2018,10,Sant Martí,71,Provençals del Poblenou,Fins a 75 cc,48
2018,10,Sant Martí,72,Sant Martí de Provençals,Fins a 75 cc,76
2018,10,Sant Martí,73,la Verneda i la Pau,Fins a 75 cc,80
2018,99,No consta,99,No consta,Fins a 75 cc,4
2018,1,Ciutat Vella,1,el Raval,de 75 a 125 cc,1895
2018,1,Ciutat Vella,2,el Barri Gòtic,de 75 a 125 cc,2455
2018,1,Ciutat Vella,3,la Barceloneta,de 75 a 125 cc,1226
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",de 75 a 125 cc,1512
2018,2,Eixample,5,el Fort Pienc,de 75 a 125 cc,2375
2018,2,Eixample,6,la Sagrada Família,de 75 a 125 cc,3875
2018,2,Eixample,7,la Dreta de l'Eixample,de 75 a 125 cc,4732
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,de 75 a 125 cc,4136
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,de 75 a 125 cc,4882
2018,2,Eixample,10,Sant Antoni,de 75 a 125 cc,2737
2018,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,de 75 a 125 cc,2290
2018,3,Sants-Montjuïc,12,la Marina del Prat Vermelll - AEI Zona Franca,de 75 a 125 cc,221
2018,3,Sants-Montjuïc,13,la Marina de Port,de 75 a 125 cc,1984
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,de 75 a 125 cc,754
2018,3,Sants-Montjuïc,15,Hostafrancs,de 75 a 125 cc,975
2018,3,Sants-Montjuïc,16,la Bordeta,de 75 a 125 cc,1268
2018,3,Sants-Montjuïc,17,Sants - Badal,de 75 a 125 cc,1537
2018,3,Sants-Montjuïc,18,Sants,de 75 a 125 cc,2873
2018,4,Les Corts,19,les Corts,de 75 a 125 cc,4235
2018,4,Les Corts,20,la Maternitat i Sant Ramon,de 75 a 125 cc,2178
2018,4,Les Corts,21,Pedralbes,de 75 a 125 cc,1609
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",de 75 a 125 cc,402
2018,5,Sarrià-Sant Gervasi,23,Sarrià,de 75 a 125 cc,3154
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,de 75 a 125 cc,2415
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,de 75 a 125 cc,3641
2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,de 75 a 125 cc,7111
2018,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,de 75 a 125 cc,3767
2018,6,Gràcia,28,Vallcarca i els Penitents,de 75 a 125 cc,1594
2018,6,Gràcia,29,el Coll,de 75 a 125 cc,743
2018,6,Gràcia,30,la Salut,de 75 a 125 cc,1376
2018,6,Gràcia,31,la Vila de Gràcia,de 75 a 125 cc,4442
2018,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,de 75 a 125 cc,3125
2018,7,Horta-Guinardó,33,el Baix Guinardó,de 75 a 125 cc,2108
2018,7,Horta-Guinardó,34,Can Baró,de 75 a 125 cc,955
2018,7,Horta-Guinardó,35,el Guinardó,de 75 a 125 cc,2745
2018,7,Horta-Guinardó,36,la Font d'en Fargues,de 75 a 125 cc,1085
2018,7,Horta-Guinardó,37,el Carmel,de 75 a 125 cc,2545
2018,7,Horta-Guinardó,38,la Teixonera,de 75 a 125 cc,927
2018,7,Horta-Guinardó,39,Sant Genís dels Agudells,de 75 a 125 cc,451
2018,7,Horta-Guinardó,40,Montbau,de 75 a 125 cc,276
2018,7,Horta-Guinardó,41,la Vall d'Hebron,de 75 a 125 cc,349
2018,7,Horta-Guinardó,42,la Clota,de 75 a 125 cc,44
2018,7,Horta-Guinardó,43,Horta,de 75 a 125 cc,1945
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,de 75 a 125 cc,1515
2018,8,Nou Barris,45,Porta,de 75 a 125 cc,1281
2018,8,Nou Barris,46,el Turó de la Peira,de 75 a 125 cc,745
2018,8,Nou Barris,47,Can Peguera,de 75 a 125 cc,129
2018,8,Nou Barris,48,la Guineueta,de 75 a 125 cc,771
2018,8,Nou Barris,49,Canyelles,de 75 a 125 cc,406
2018,8,Nou Barris,50,les Roquetes,de 75 a 125 cc,773
2018,8,Nou Barris,51,Verdun,de 75 a 125 cc,571
2018,8,Nou Barris,52,la Prosperitat,de 75 a 125 cc,1385
2018,8,Nou Barris,53,la Trinitat Nova,de 75 a 125 cc,298
2018,8,Nou Barris,54,Torre Baró,de 75 a 125 cc,139
2018,8,Nou Barris,55,Ciutat Meridiana,de 75 a 125 cc,278
2018,8,Nou Barris,56,Vallbona,de 75 a 125 cc,65
2018,9,Sant Andreu,57,la Trinitat Vella,de 75 a 125 cc,410
2018,9,Sant Andreu,58,Baró de Viver,de 75 a 125 cc,126
2018,9,Sant Andreu,59,el Bon Pastor,de 75 a 125 cc,659
2018,9,Sant Andreu,60,Sant Andreu,de 75 a 125 cc,3467
2018,9,Sant Andreu,61,la Sagrera,de 75 a 125 cc,1673
2018,9,Sant Andreu,62,el Congrés i els Indians,de 75 a 125 cc,814
2018,9,Sant Andreu,63,Navas,de 75 a 125 cc,1363
2018,10,Sant Martí,64,el Camp de l'Arpa del Clot,de 75 a 125 cc,2578
2018,10,Sant Martí,65,el Clot,de 75 a 125 cc,1704
2018,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,de 75 a 125 cc,1057
2018,10,Sant Martí,67,la Vila Olímpica del Poblenou,de 75 a 125 cc,808
2018,10,Sant Martí,68,el Poblenou,de 75 a 125 cc,2182
2018,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,de 75 a 125 cc,852
2018,10,Sant Martí,70,el Besòs i el Maresme,de 75 a 125 cc,848
2018,10,Sant Martí,71,Provençals del Poblenou,de 75 a 125 cc,1283
2018,10,Sant Martí,72,Sant Martí de Provençals,de 75 a 125 cc,1434
2018,10,Sant Martí,73,la Verneda i la Pau,de 75 a 125 cc,1394
2018,99,No consta,99,No consta,de 75 a 125 cc,21
2018,1,Ciutat Vella,1,el Raval,de 126 a 200 cc,214
2018,1,Ciutat Vella,2,el Barri Gòtic,de 126 a 200 cc,227
2018,1,Ciutat Vella,3,la Barceloneta,de 126 a 200 cc,118
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",de 126 a 200 cc,177
2018,2,Eixample,5,el Fort Pienc,de 126 a 200 cc,296
2018,2,Eixample,6,la Sagrada Família,de 126 a 200 cc,496
2018,2,Eixample,7,la Dreta de l'Eixample,de 126 a 200 cc,722
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,de 126 a 200 cc,655
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,de 126 a 200 cc,678
2018,2,Eixample,10,Sant Antoni,de 126 a 200 cc,373
2018,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,de 126 a 200 cc,333
2018,3,Sants-Montjuïc,12,la Marina del Prat Vermelll - AEI Zona Franca,de 126 a 200 cc,27
2018,3,Sants-Montjuïc,13,la Marina de Port,de 126 a 200 cc,196
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,de 126 a 200 cc,97
2018,3,Sants-Montjuïc,15,Hostafrancs,de 126 a 200 cc,112
2018,3,Sants-Montjuïc,16,la Bordeta,de 126 a 200 cc,127
2018,3,Sants-Montjuïc,17,Sants - Badal,de 126 a 200 cc,182
2018,3,Sants-Montjuïc,18,Sants,de 126 a 200 cc,339
2018,4,Les Corts,19,les Corts,de 126 a 200 cc,626
2018,4,Les Corts,20,la Maternitat i Sant Ramon,de 126 a 200 cc,284
2018,4,Les Corts,21,Pedralbes,de 126 a 200 cc,315
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",de 126 a 200 cc,93
2018,5,Sarrià-Sant Gervasi,23,Sarrià,de 126 a 200 cc,583
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,de 126 a 200 cc,455
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,de 126 a 200 cc,661
2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,de 126 a 200 cc,1295
2018,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,de 126 a 200 cc,581
2018,6,Gràcia,28,Vallcarca i els Penitents,de 126 a 200 cc,272
2018,6,Gràcia,29,el Coll,de 126 a 200 cc,101
2018,6,Gràcia,30,la Salut,de 126 a 200 cc,192
2018,6,Gràcia,31,la Vila de Gràcia,de 126 a 200 cc,608
2018,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,de 126 a 200 cc,414
2018,7,Horta-Guinardó,33,el Baix Guinardó,de 126 a 200 cc,265
2018,7,Horta-Guinardó,34,Can Baró,de 126 a 200 cc,130
2018,7,Horta-Guinardó,35,el Guinardó,de 126 a 200 cc,387
2018,7,Horta-Guinardó,36,la Font d'en Fargues,de 126 a 200 cc,139
2018,7,Horta-Guinardó,37,el Carmel,de 126 a 200 cc,271
2018,7,Horta-Guinardó,38,la Teixonera,de 126 a 200 cc,116
2018,7,Horta-Guinardó,39,Sant Genís dels Agudells,de 126 a 200 cc,57
2018,7,Horta-Guinardó,40,Montbau,de 126 a 200 cc,34
2018,7,Horta-Guinardó,41,la Vall d'Hebron,de 126 a 200 cc,38
2018,7,Horta-Guinardó,42,la Clota,de 126 a 200 cc,6
2018,7,Horta-Guinardó,43,Horta,de 126 a 200 cc,252
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,de 126 a 200 cc,165
2018,8,Nou Barris,45,Porta,de 126 a 200 cc,121
2018,8,Nou Barris,46,el Turó de la Peira,de 126 a 200 cc,68
2018,8,Nou Barris,47,Can Peguera,de 126 a 200 cc,12
2018,8,Nou Barris,48,la Guineueta,de 126 a 200 cc,77
2018,8,Nou Barris,49,Canyelles,de 126 a 200 cc,34
2018,8,Nou Barris,50,les Roquetes,de 126 a 200 cc,60
2018,8,Nou Barris,51,Verdun,de 126 a 200 cc,53
2018,8,Nou Barris,52,la Prosperitat,de 126 a 200 cc,111
2018,8,Nou Barris,53,la Trinitat Nova,de 126 a 200 cc,22
2018,8,Nou Barris,54,Torre Baró,de 126 a 200 cc,8
2018,8,Nou Barris,55,Ciutat Meridiana,de 126 a 200 cc,33
2018,8,Nou Barris,56,Vallbona,de 126 a 200 cc,6
2018,9,Sant Andreu,57,la Trinitat Vella,de 126 a 200 cc,31
2018,9,Sant Andreu,58,Baró de Viver,de 126 a 200 cc,9
2018,9,Sant Andreu,59,el Bon Pastor,de 126 a 200 cc,46
2018,9,Sant Andreu,60,Sant Andreu,de 126 a 200 cc,345
2018,9,Sant Andreu,61,la Sagrera,de 126 a 200 cc,199
2018,9,Sant Andreu,62,el Congrés i els Indians,de 126 a 200 cc,96
2018,9,Sant Andreu,63,Navas,de 126 a 200 cc,167
2018,10,Sant Martí,64,el Camp de l'Arpa del Clot,de 126 a 200 cc,325
2018,10,Sant Martí,65,el Clot,de 126 a 200 cc,197
2018,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,de 126 a 200 cc,147
2018,10,Sant Martí,67,la Vila Olímpica del Poblenou,de 126 a 200 cc,103
2018,10,Sant Martí,68,el Poblenou,de 126 a 200 cc,231
2018,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,de 126 a 200 cc,95
2018,10,Sant Martí,70,el Besòs i el Maresme,de 126 a 200 cc,73
2018,10,Sant Martí,71,Provençals del Poblenou,de 126 a 200 cc,115
2018,10,Sant Martí,72,Sant Martí de Provençals,de 126 a 200 cc,174
2018,10,Sant Martí,73,la Verneda i la Pau,de 126 a 200 cc,124
2018,99,No consta,99,No consta,de 126 a 200 cc,9
2018,1,Ciutat Vella,1,el Raval,de 201 a 250 cc,221
2018,1,Ciutat Vella,2,el Barri Gòtic,de 201 a 250 cc,396
2018,1,Ciutat Vella,3,la Barceloneta,de 201 a 250 cc,92
