Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Antiguitat,Nombre_motos
2015,10,Sant Martí,72,Sant Martí de Provençals,1 any,110
2015,10,Sant Martí,73,la Verneda i la Pau,1 any,120
2015,99,No consta,99,No consta,1 any,1
2015,1,Ciutat Vella,1,el Raval,2 anys,106
2015,1,Ciutat Vella,2,el Barri Gòtic,2 anys,225
2015,1,Ciutat Vella,3,la Barceloneta,2 anys,403
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",2 anys,108
2015,2,Eixample,5,el Fort Pienc,2 anys,162
2015,2,Eixample,6,la Sagrada Família,2 anys,291
2015,2,Eixample,7,la Dreta de l'Eixample,2 anys,381
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,2 anys,330
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,2 anys,328
2015,2,Eixample,10,Sant Antoni,2 anys,196
2015,3,Sants-Montjuïc,11,el Poble Sec,2 anys,141
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,2 anys,11
2015,3,Sants-Montjuïc,13,la Marina de Port,2 anys,161
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,2 anys,65
2015,3,Sants-Montjuïc,15,Hostafrancs,2 anys,66
2015,3,Sants-Montjuïc,16,la Bordeta,2 anys,100
2015,3,Sants-Montjuïc,17,Sants - Badal,2 anys,97
2015,3,Sants-Montjuïc,18,Sants,2 anys,188
2015,4,Les Corts,19,les Corts,2 anys,274
2015,4,Les Corts,20,la Maternitat i Sant Ramon,2 anys,154
2015,4,Les Corts,21,Pedralbes,2 anys,104
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2 anys,33
2015,5,Sarrià-Sant Gervasi,23,Sarrià,2 anys,227
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,2 anys,172
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,2 anys,301
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,2 anys,517
2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,2 anys,241
2015,6,Gràcia,28,Vallcarca i els Penitents,2 anys,109
2015,6,Gràcia,29,el Coll,2 anys,53
2015,6,Gràcia,30,la Salut,2 anys,87
2015,6,Gràcia,31,la Vila de Gràcia,2 anys,272
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,2 anys,198
2015,7,Horta-Guinardó,33,el Baix Guinardó,2 anys,135
2015,7,Horta-Guinardó,34,Can Baró,2 anys,60
2015,7,Horta-Guinardó,35,el Guinardó,2 anys,161
2015,7,Horta-Guinardó,36,la Font d'en Fargues,2 anys,73
2015,7,Horta-Guinardó,37,el Carmel,2 anys,153
2015,7,Horta-Guinardó,38,la Teixonera,2 anys,78
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,2 anys,34
2015,7,Horta-Guinardó,40,Montbau,2 anys,30
2015,7,Horta-Guinardó,41,la Vall d'Hebron,2 anys,25
2015,7,Horta-Guinardó,42,la Clota,2 anys,2
2015,7,Horta-Guinardó,43,Horta,2 anys,141
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,2 anys,102
2015,8,Nou Barris,45,Porta,2 anys,98
2015,8,Nou Barris,46,el Turó de la Peira,2 anys,39
2015,8,Nou Barris,47,Can Peguera,2 anys,6
2015,8,Nou Barris,48,la Guineueta,2 anys,50
2015,8,Nou Barris,49,Canyelles,2 anys,31
2015,8,Nou Barris,50,les Roquetes,2 anys,40
2015,8,Nou Barris,51,Verdun,2 anys,42
2015,8,Nou Barris,52,la Prosperitat,2 anys,86
2015,8,Nou Barris,53,la Trinitat Nova,2 anys,21
2015,8,Nou Barris,54,Torre Baró,2 anys,10
2015,8,Nou Barris,55,Ciutat Meridiana,2 anys,14
2015,8,Nou Barris,56,Vallbona,2 anys,3
2015,9,Sant Andreu,57,la Trinitat Vella,2 anys,27
2015,9,Sant Andreu,58,Baró de Viver,2 anys,3
2015,9,Sant Andreu,59,el Bon Pastor,2 anys,50
2015,9,Sant Andreu,60,Sant Andreu,2 anys,271
2015,9,Sant Andreu,61,la Sagrera,2 anys,105
2015,9,Sant Andreu,62,el Congrés i els Indians,2 anys,52
2015,9,Sant Andreu,63,Navas,2 anys,110
2015,10,Sant Martí,64,el Camp de l'Arpa del Clot,2 anys,183
2015,10,Sant Martí,65,el Clot,2 anys,116
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,2 anys,100
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,2 anys,66
2015,10,Sant Martí,68,el Poblenou,2 anys,144
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,2 anys,79
2015,10,Sant Martí,70,el Besòs i el Maresme,2 anys,51
2015,10,Sant Martí,71,Provençals del Poblenou,2 anys,130
2015,10,Sant Martí,72,Sant Martí de Provençals,2 anys,117
2015,10,Sant Martí,73,la Verneda i la Pau,2 anys,103
2015,99,No consta,99,No consta,2 anys,1
2015,1,Ciutat Vella,1,el Raval,3 anys,140
2015,1,Ciutat Vella,2,el Barri Gòtic,3 anys,268
2015,1,Ciutat Vella,3,la Barceloneta,3 anys,68
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",3 anys,105
2015,2,Eixample,5,el Fort Pienc,3 anys,188
2015,2,Eixample,6,la Sagrada Família,3 anys,285
2015,2,Eixample,7,la Dreta de l'Eixample,3 anys,347
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,3 anys,311
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,3 anys,358
2015,2,Eixample,10,Sant Antoni,3 anys,173
2015,3,Sants-Montjuïc,11,el Poble Sec,3 anys,150
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,3 anys,16
2015,3,Sants-Montjuïc,13,la Marina de Port,3 anys,155
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,3 anys,50
2015,3,Sants-Montjuïc,15,Hostafrancs,3 anys,67
2015,3,Sants-Montjuïc,16,la Bordeta,3 anys,83
2015,3,Sants-Montjuïc,17,Sants - Badal,3 anys,115
2015,3,Sants-Montjuïc,18,Sants,3 anys,213
2015,4,Les Corts,19,les Corts,3 anys,316
2015,4,Les Corts,20,la Maternitat i Sant Ramon,3 anys,158
2015,4,Les Corts,21,Pedralbes,3 anys,117
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",3 anys,32
2015,5,Sarrià-Sant Gervasi,23,Sarrià,3 anys,238
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,3 anys,183
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,3 anys,244
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,3 anys,570
2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,3 anys,281
2015,6,Gràcia,28,Vallcarca i els Penitents,3 anys,111
2015,6,Gràcia,29,el Coll,3 anys,52
2015,6,Gràcia,30,la Salut,3 anys,88
2015,6,Gràcia,31,la Vila de Gràcia,3 anys,296
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,3 anys,198
2015,7,Horta-Guinardó,33,el Baix Guinardó,3 anys,163
2015,7,Horta-Guinardó,34,Can Baró,3 anys,56
2015,7,Horta-Guinardó,35,el Guinardó,3 anys,176
2015,7,Horta-Guinardó,36,la Font d'en Fargues,3 anys,79
2015,7,Horta-Guinardó,37,el Carmel,3 anys,174
2015,7,Horta-Guinardó,38,la Teixonera,3 anys,54
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,3 anys,19
2015,7,Horta-Guinardó,40,Montbau,3 anys,22
2015,7,Horta-Guinardó,41,la Vall d'Hebron,3 anys,20
2015,7,Horta-Guinardó,42,la Clota,3 anys,0
2015,7,Horta-Guinardó,43,Horta,3 anys,139
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,3 anys,121
2015,8,Nou Barris,45,Porta,3 anys,91
2015,8,Nou Barris,46,el Turó de la Peira,3 anys,43
2015,8,Nou Barris,47,Can Peguera,3 anys,8
2015,8,Nou Barris,48,la Guineueta,3 anys,61
2015,8,Nou Barris,49,Canyelles,3 anys,33
2015,8,Nou Barris,50,les Roquetes,3 anys,38
2015,8,Nou Barris,51,Verdun,3 anys,37
2015,8,Nou Barris,52,la Prosperitat,3 anys,102
2015,8,Nou Barris,53,la Trinitat Nova,3 anys,16
2015,8,Nou Barris,54,Torre Baró,3 anys,9
2015,8,Nou Barris,55,Ciutat Meridiana,3 anys,18
2015,8,Nou Barris,56,Vallbona,3 anys,4
2015,9,Sant Andreu,57,la Trinitat Vella,3 anys,26
2015,9,Sant Andreu,58,Baró de Viver,3 anys,8
2015,9,Sant Andreu,59,el Bon Pastor,3 anys,49
2015,9,Sant Andreu,60,Sant Andreu,3 anys,272
2015,9,Sant Andreu,61,la Sagrera,3 anys,128
2015,9,Sant Andreu,62,el Congrés i els Indians,3 anys,63
2015,9,Sant Andreu,63,Navas,3 anys,89
2015,10,Sant Martí,64,el Camp de l'Arpa del Clot,3 anys,200
2015,10,Sant Martí,65,el Clot,3 anys,130
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,3 anys,78
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,3 anys,65
2015,10,Sant Martí,68,el Poblenou,3 anys,184
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,3 anys,99
2015,10,Sant Martí,70,el Besòs i el Maresme,3 anys,53
2015,10,Sant Martí,71,Provençals del Poblenou,3 anys,92
2015,10,Sant Martí,72,Sant Martí de Provençals,3 anys,121
2015,10,Sant Martí,73,la Verneda i la Pau,3 anys,101
2015,99,No consta,99,No consta,3 anys,0
2015,1,Ciutat Vella,1,el Raval,4 anys,150
2015,1,Ciutat Vella,2,el Barri Gòtic,4 anys,331
2015,1,Ciutat Vella,3,la Barceloneta,4 anys,101
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",4 anys,100
2015,2,Eixample,5,el Fort Pienc,4 anys,185
2015,2,Eixample,6,la Sagrada Família,4 anys,359
2015,2,Eixample,7,la Dreta de l'Eixample,4 anys,416
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,4 anys,320
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,4 anys,428
2015,2,Eixample,10,Sant Antoni,4 anys,241
2015,3,Sants-Montjuïc,11,el Poble Sec,4 anys,204
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,4 anys,6
2015,3,Sants-Montjuïc,13,la Marina de Port,4 anys,198
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,4 anys,65
2015,3,Sants-Montjuïc,15,Hostafrancs,4 anys,72
2015,3,Sants-Montjuïc,16,la Bordeta,4 anys,78
2015,3,Sants-Montjuïc,17,Sants - Badal,4 anys,129
2015,3,Sants-Montjuïc,18,Sants,4 anys,224
2015,4,Les Corts,19,les Corts,4 anys,370
2015,4,Les Corts,20,la Maternitat i Sant Ramon,4 anys,197
2015,4,Les Corts,21,Pedralbes,4 anys,141
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",4 anys,36
2015,5,Sarrià-Sant Gervasi,23,Sarrià,4 anys,262
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,4 anys,195
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,4 anys,288
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,4 anys,547
2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,4 anys,268
2015,6,Gràcia,28,Vallcarca i els Penitents,4 anys,146
2015,6,Gràcia,29,el Coll,4 anys,65
2015,6,Gràcia,30,la Salut,4 anys,97
2015,6,Gràcia,31,la Vila de Gràcia,4 anys,313
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,4 anys,253
2015,7,Horta-Guinardó,33,el Baix Guinardó,4 anys,170
2015,7,Horta-Guinardó,34,Can Baró,4 anys,65
2015,7,Horta-Guinardó,35,el Guinardó,4 anys,212
2015,7,Horta-Guinardó,36,la Font d'en Fargues,4 anys,101
2015,7,Horta-Guinardó,37,el Carmel,4 anys,187
2015,7,Horta-Guinardó,38,la Teixonera,4 anys,90
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,4 anys,38
2015,7,Horta-Guinardó,40,Montbau,4 anys,23
2015,7,Horta-Guinardó,41,la Vall d'Hebron,4 anys,35
2015,7,Horta-Guinardó,42,la Clota,4 anys,5
2015,7,Horta-Guinardó,43,Horta,4 anys,159
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,4 anys,133
2015,8,Nou Barris,45,Porta,4 anys,91
2015,8,Nou Barris,46,el Turó de la Peira,4 anys,55
2015,8,Nou Barris,47,Can Peguera,4 anys,8
2015,8,Nou Barris,48,la Guineueta,4 anys,55
2015,8,Nou Barris,49,Canyelles,4 anys,37
2015,8,Nou Barris,50,les Roquetes,4 anys,55
2015,8,Nou Barris,51,Verdun,4 anys,42
2015,8,Nou Barris,52,la Prosperitat,4 anys,104
2015,8,Nou Barris,53,la Trinitat Nova,4 anys,9
2015,8,Nou Barris,54,Torre Baró,4 anys,3
2015,8,Nou Barris,55,Ciutat Meridiana,4 anys,19
2015,8,Nou Barris,56,Vallbona,4 anys,2
2015,9,Sant Andreu,57,la Trinitat Vella,4 anys,33
2015,9,Sant Andreu,58,Baró de Viver,4 anys,5
2015,9,Sant Andreu,59,el Bon Pastor,4 anys,65
2015,9,Sant Andreu,60,Sant Andreu,4 anys,301
2015,9,Sant Andreu,61,la Sagrera,4 anys,133
2015,9,Sant Andreu,62,el Congrés i els Indians,4 anys,66
2015,9,Sant Andreu,63,Navas,4 anys,102
2015,10,Sant Martí,64,el Camp de l'Arpa del Clot,4 anys,200
2015,10,Sant Martí,65,el Clot,4 anys,145
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,4 anys,81
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,4 anys,84
2015,10,Sant Martí,68,el Poblenou,4 anys,200
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,4 anys,85
2015,10,Sant Martí,70,el Besòs i el Maresme,4 anys,65
2015,10,Sant Martí,71,Provençals del Poblenou,4 anys,108
2015,10,Sant Martí,72,Sant Martí de Provençals,4 anys,114
2015,10,Sant Martí,73,la Verneda i la Pau,4 anys,113
2015,99,No consta,99,No consta,4 anys,2
2015,1,Ciutat Vella,1,el Raval,5 anys,158
2015,1,Ciutat Vella,2,el Barri Gòtic,5 anys,301
2015,1,Ciutat Vella,3,la Barceloneta,5 anys,109
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",5 anys,133
2015,2,Eixample,5,el Fort Pienc,5 anys,232
2015,2,Eixample,6,la Sagrada Família,5 anys,424
2015,2,Eixample,7,la Dreta de l'Eixample,5 anys,473
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,5 anys,435
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,5 anys,529
2015,2,Eixample,10,Sant Antoni,5 anys,279
2015,3,Sants-Montjuïc,11,el Poble Sec,5 anys,230
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,5 anys,32
2015,3,Sants-Montjuïc,13,la Marina de Port,5 anys,206
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,5 anys,71
2015,3,Sants-Montjuïc,15,Hostafrancs,5 anys,109
2015,3,Sants-Montjuïc,16,la Bordeta,5 anys,145
2015,3,Sants-Montjuïc,17,Sants - Badal,5 anys,166
2015,3,Sants-Montjuïc,18,Sants,5 anys,326
2015,4,Les Corts,19,les Corts,5 anys,431
2015,4,Les Corts,20,la Maternitat i Sant Ramon,5 anys,233
2015,4,Les Corts,21,Pedralbes,5 anys,177
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",5 anys,61
2015,5,Sarrià-Sant Gervasi,23,Sarrià,5 anys,397
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,5 anys,268
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5 anys,345
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5 anys,746
2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,5 anys,365
2015,6,Gràcia,28,Vallcarca i els Penitents,5 anys,168
2015,6,Gràcia,29,el Coll,5 anys,73
2015,6,Gràcia,30,la Salut,5 anys,153
2015,6,Gràcia,31,la Vila de Gràcia,5 anys,447
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,5 anys,309
2015,7,Horta-Guinardó,33,el Baix Guinardó,5 anys,239
2015,7,Horta-Guinardó,34,Can Baró,5 anys,96
2015,7,Horta-Guinardó,35,el Guinardó,5 anys,273
2015,7,Horta-Guinardó,36,la Font d'en Fargues,5 anys,121
2015,7,Horta-Guinardó,37,el Carmel,5 anys,238
2015,7,Horta-Guinardó,38,la Teixonera,5 anys,89
