Any,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Seccio_censal,Tipus_Vehicles,Desc_tipus_propietari,Nombre
2018,1,Ciutat Vella,1,el Raval,5,Motos,Subjecte Físic,146
2018,1,Ciutat Vella,1,el Raval,6,Turismes,Subjecte Jurídic,22
2018,1,Ciutat Vella,1,el Raval,6,Turismes,Subjecte Físic,196
2018,1,Ciutat Vella,1,el Raval,6,Turismes,Altres,1
2018,1,Ciutat Vella,1,el Raval,6,Motos,Subjecte Físic,99
2018,1,Ciutat Vella,1,el Raval,7,Turismes,Subjecte Jurídic,9
2018,1,Ciutat Vella,1,el Raval,7,Turismes,Subjecte Físic,231
2018,1,Ciutat Vella,1,el Raval,7,Motos,Subjecte Jurídic,3
2018,1,Ciutat Vella,1,el Raval,7,Motos,Subjecte Físic,103
2018,1,Ciutat Vella,1,el Raval,8,Turismes,Subjecte Jurídic,9
2018,1,Ciutat Vella,1,el Raval,8,Turismes,Subjecte Físic,319
2018,1,Ciutat Vella,1,el Raval,8,Motos,Subjecte Jurídic,4
2018,1,Ciutat Vella,1,el Raval,8,Motos,Subjecte Físic,156
2018,1,Ciutat Vella,1,el Raval,9,Turismes,Subjecte Jurídic,10
2018,1,Ciutat Vella,1,el Raval,9,Turismes,Subjecte Físic,234
2018,1,Ciutat Vella,1,el Raval,9,Motos,Subjecte Jurídic,4
2018,1,Ciutat Vella,1,el Raval,9,Motos,Subjecte Físic,124
2018,1,Ciutat Vella,1,el Raval,10,Turismes,Subjecte Jurídic,12
2018,1,Ciutat Vella,1,el Raval,10,Turismes,Subjecte Físic,247
2018,1,Ciutat Vella,1,el Raval,10,Motos,Subjecte Jurídic,9
2018,1,Ciutat Vella,1,el Raval,10,Motos,Subjecte Físic,114
2018,1,Ciutat Vella,1,el Raval,11,Turismes,Subjecte Jurídic,45
2018,1,Ciutat Vella,1,el Raval,11,Turismes,Subjecte Físic,310
2018,1,Ciutat Vella,1,el Raval,11,Motos,Subjecte Jurídic,8
2018,1,Ciutat Vella,1,el Raval,11,Motos,Subjecte Físic,157
2018,1,Ciutat Vella,1,el Raval,12,Turismes,Subjecte Jurídic,14
2018,1,Ciutat Vella,1,el Raval,12,Turismes,Subjecte Físic,190
2018,1,Ciutat Vella,1,el Raval,12,Motos,Subjecte Jurídic,6
2018,1,Ciutat Vella,1,el Raval,12,Motos,Subjecte Físic,134
2018,1,Ciutat Vella,1,el Raval,13,Turismes,Subjecte Jurídic,11
2018,1,Ciutat Vella,1,el Raval,13,Turismes,Subjecte Físic,191
2018,1,Ciutat Vella,1,el Raval,13,Motos,Subjecte Jurídic,1
2018,1,Ciutat Vella,1,el Raval,13,Motos,Subjecte Físic,89
2018,1,Ciutat Vella,1,el Raval,14,Turismes,Subjecte Jurídic,11
2018,1,Ciutat Vella,1,el Raval,14,Turismes,Subjecte Físic,156
2018,1,Ciutat Vella,1,el Raval,14,Motos,Subjecte Jurídic,1
2018,1,Ciutat Vella,1,el Raval,14,Motos,Subjecte Físic,100
2018,1,Ciutat Vella,1,el Raval,15,Turismes,Subjecte Jurídic,24
2018,1,Ciutat Vella,1,el Raval,15,Turismes,Subjecte Físic,204
2018,1,Ciutat Vella,1,el Raval,15,Motos,Subjecte Jurídic,5
2018,1,Ciutat Vella,1,el Raval,15,Motos,Subjecte Físic,115
2018,1,Ciutat Vella,1,el Raval,16,Turismes,Subjecte Jurídic,11
2018,1,Ciutat Vella,1,el Raval,16,Turismes,Subjecte Físic,155
2018,1,Ciutat Vella,1,el Raval,16,Motos,Subjecte Jurídic,38
2018,1,Ciutat Vella,1,el Raval,16,Motos,Subjecte Físic,121
2018,1,Ciutat Vella,1,el Raval,17,Turismes,Subjecte Jurídic,37
2018,1,Ciutat Vella,1,el Raval,17,Turismes,Subjecte Físic,204
2018,1,Ciutat Vella,1,el Raval,17,Motos,Subjecte Jurídic,22
2018,1,Ciutat Vella,1,el Raval,17,Motos,Subjecte Físic,128
2018,1,Ciutat Vella,1,el Raval,18,Turismes,Subjecte Jurídic,5
2018,1,Ciutat Vella,1,el Raval,18,Turismes,Subjecte Físic,150
2018,1,Ciutat Vella,1,el Raval,18,Motos,Subjecte Jurídic,15
2018,1,Ciutat Vella,1,el Raval,18,Motos,Subjecte Físic,90
2018,1,Ciutat Vella,1,el Raval,19,Turismes,Subjecte Jurídic,29
2018,1,Ciutat Vella,1,el Raval,19,Turismes,Subjecte Físic,303
2018,1,Ciutat Vella,1,el Raval,19,Turismes,Altres,3
2018,1,Ciutat Vella,1,el Raval,19,Motos,Subjecte Jurídic,11
2018,1,Ciutat Vella,1,el Raval,19,Motos,Subjecte Físic,165
2018,1,Ciutat Vella,1,el Raval,20,Turismes,Subjecte Jurídic,48
2018,1,Ciutat Vella,1,el Raval,20,Turismes,Subjecte Físic,305
2018,1,Ciutat Vella,1,el Raval,20,Motos,Subjecte Jurídic,10
2018,1,Ciutat Vella,1,el Raval,20,Motos,Subjecte Físic,194
2018,1,Ciutat Vella,1,el Raval,21,Turismes,Subjecte Jurídic,114
2018,1,Ciutat Vella,1,el Raval,21,Turismes,Subjecte Físic,277
2018,1,Ciutat Vella,1,el Raval,21,Motos,Subjecte Jurídic,38
2018,1,Ciutat Vella,1,el Raval,21,Motos,Subjecte Físic,162
2018,1,Ciutat Vella,2,el Barri Gòtic,22,Turismes,Subjecte Jurídic,48
2018,1,Ciutat Vella,2,el Barri Gòtic,22,Turismes,Subjecte Físic,213
2018,1,Ciutat Vella,2,el Barri Gòtic,22,Motos,Subjecte Jurídic,17
2018,1,Ciutat Vella,2,el Barri Gòtic,22,Motos,Subjecte Físic,124
2018,1,Ciutat Vella,2,el Barri Gòtic,23,Turismes,Subjecte Jurídic,144
2018,1,Ciutat Vella,2,el Barri Gòtic,23,Turismes,Subjecte Físic,304
2018,1,Ciutat Vella,2,el Barri Gòtic,23,Motos,Subjecte Jurídic,47
2018,1,Ciutat Vella,2,el Barri Gòtic,23,Motos,Subjecte Físic,235
2018,1,Ciutat Vella,2,el Barri Gòtic,25,Turismes,Subjecte Jurídic,1947
2018,1,Ciutat Vella,2,el Barri Gòtic,25,Turismes,Subjecte Físic,162
2018,1,Ciutat Vella,2,el Barri Gòtic,25,Motos,Subjecte Jurídic,494
2018,1,Ciutat Vella,2,el Barri Gòtic,25,Motos,Subjecte Físic,110
2018,1,Ciutat Vella,2,el Barri Gòtic,26,Turismes,Subjecte Jurídic,79
2018,1,Ciutat Vella,2,el Barri Gòtic,26,Turismes,Subjecte Físic,219
2018,1,Ciutat Vella,2,el Barri Gòtic,26,Motos,Subjecte Jurídic,898
2018,1,Ciutat Vella,2,el Barri Gòtic,26,Motos,Subjecte Físic,175
2018,1,Ciutat Vella,2,el Barri Gòtic,27,Turismes,Subjecte Jurídic,200
2018,1,Ciutat Vella,2,el Barri Gòtic,27,Turismes,Subjecte Físic,222
2018,1,Ciutat Vella,2,el Barri Gòtic,27,Motos,Subjecte Jurídic,588
2018,1,Ciutat Vella,2,el Barri Gòtic,27,Motos,Subjecte Físic,170
2018,1,Ciutat Vella,2,el Barri Gòtic,28,Turismes,Subjecte Jurídic,64
2018,1,Ciutat Vella,2,el Barri Gòtic,28,Turismes,Subjecte Físic,282
2018,1,Ciutat Vella,2,el Barri Gòtic,28,Motos,Subjecte Jurídic,20
2018,1,Ciutat Vella,2,el Barri Gòtic,28,Motos,Subjecte Físic,181
2018,1,Ciutat Vella,2,el Barri Gòtic,29,Turismes,Subjecte Jurídic,30
2018,1,Ciutat Vella,2,el Barri Gòtic,29,Turismes,Subjecte Físic,191
2018,1,Ciutat Vella,2,el Barri Gòtic,29,Turismes,Altres,1
2018,1,Ciutat Vella,2,el Barri Gòtic,29,Motos,Subjecte Jurídic,18
2018,1,Ciutat Vella,2,el Barri Gòtic,29,Motos,Subjecte Físic,135
2018,1,Ciutat Vella,2,el Barri Gòtic,30,Turismes,Subjecte Jurídic,151
2018,1,Ciutat Vella,2,el Barri Gòtic,30,Turismes,Subjecte Físic,351
2018,1,Ciutat Vella,2,el Barri Gòtic,30,Motos,Subjecte Jurídic,326
2018,1,Ciutat Vella,2,el Barri Gòtic,30,Motos,Subjecte Físic,173
2018,1,Ciutat Vella,2,el Barri Gòtic,31,Turismes,Subjecte Jurídic,86
2018,1,Ciutat Vella,2,el Barri Gòtic,31,Turismes,Subjecte Físic,241
2018,1,Ciutat Vella,2,el Barri Gòtic,31,Motos,Subjecte Jurídic,95
2018,1,Ciutat Vella,2,el Barri Gòtic,31,Motos,Subjecte Físic,150
2018,1,Ciutat Vella,3,la Barceloneta,32,Turismes,Subjecte Jurídic,74
2018,1,Ciutat Vella,3,la Barceloneta,32,Turismes,Subjecte Físic,406
2018,1,Ciutat Vella,3,la Barceloneta,32,Motos,Subjecte Jurídic,288
2018,1,Ciutat Vella,3,la Barceloneta,32,Motos,Subjecte Físic,232
2018,1,Ciutat Vella,3,la Barceloneta,33,Turismes,Subjecte Jurídic,3
2018,1,Ciutat Vella,3,la Barceloneta,33,Turismes,Subjecte Físic,209
2018,1,Ciutat Vella,3,la Barceloneta,33,Motos,Subjecte Jurídic,4
2018,1,Ciutat Vella,3,la Barceloneta,33,Motos,Subjecte Físic,132
2018,1,Ciutat Vella,3,la Barceloneta,34,Turismes,Subjecte Jurídic,2
2018,1,Ciutat Vella,3,la Barceloneta,34,Turismes,Subjecte Físic,221
2018,1,Ciutat Vella,3,la Barceloneta,34,Turismes,Altres,1
2018,1,Ciutat Vella,3,la Barceloneta,34,Motos,Subjecte Jurídic,1
2018,1,Ciutat Vella,3,la Barceloneta,34,Motos,Subjecte Físic,92
2018,1,Ciutat Vella,3,la Barceloneta,35,Turismes,Subjecte Jurídic,12
2018,1,Ciutat Vella,3,la Barceloneta,35,Turismes,Subjecte Físic,231
2018,1,Ciutat Vella,3,la Barceloneta,35,Motos,Subjecte Jurídic,1
2018,1,Ciutat Vella,3,la Barceloneta,35,Motos,Subjecte Físic,110
2018,1,Ciutat Vella,3,la Barceloneta,36,Turismes,Subjecte Jurídic,29
2018,1,Ciutat Vella,3,la Barceloneta,36,Turismes,Subjecte Físic,241
2018,1,Ciutat Vella,3,la Barceloneta,36,Motos,Subjecte Jurídic,7
2018,1,Ciutat Vella,3,la Barceloneta,36,Motos,Subjecte Físic,99
2018,1,Ciutat Vella,3,la Barceloneta,37,Turismes,Subjecte Jurídic,6
2018,1,Ciutat Vella,3,la Barceloneta,37,Turismes,Subjecte Físic,295
2018,1,Ciutat Vella,3,la Barceloneta,37,Motos,Subjecte Jurídic,1
2018,1,Ciutat Vella,3,la Barceloneta,37,Motos,Subjecte Físic,148
2018,1,Ciutat Vella,3,la Barceloneta,38,Turismes,Subjecte Jurídic,14
2018,1,Ciutat Vella,3,la Barceloneta,38,Turismes,Subjecte Físic,255
2018,1,Ciutat Vella,3,la Barceloneta,38,Motos,Subjecte Físic,143
2018,1,Ciutat Vella,3,la Barceloneta,39,Turismes,Subjecte Jurídic,14
2018,1,Ciutat Vella,3,la Barceloneta,39,Turismes,Subjecte Físic,271
2018,1,Ciutat Vella,3,la Barceloneta,39,Motos,Subjecte Jurídic,1
2018,1,Ciutat Vella,3,la Barceloneta,39,Motos,Subjecte Físic,159
2018,1,Ciutat Vella,3,la Barceloneta,40,Turismes,Subjecte Jurídic,20
2018,1,Ciutat Vella,3,la Barceloneta,40,Turismes,Subjecte Físic,236
2018,1,Ciutat Vella,3,la Barceloneta,40,Motos,Subjecte Jurídic,20
2018,1,Ciutat Vella,3,la Barceloneta,40,Motos,Subjecte Físic,104
2018,1,Ciutat Vella,3,la Barceloneta,41,Turismes,Subjecte Jurídic,22
2018,1,Ciutat Vella,3,la Barceloneta,41,Turismes,Subjecte Físic,266
2018,1,Ciutat Vella,3,la Barceloneta,41,Motos,Subjecte Jurídic,7
2018,1,Ciutat Vella,3,la Barceloneta,41,Motos,Subjecte Físic,172
2018,1,Ciutat Vella,3,la Barceloneta,42,Turismes,Subjecte Jurídic,20
2018,1,Ciutat Vella,3,la Barceloneta,42,Turismes,Subjecte Físic,373
2018,1,Ciutat Vella,3,la Barceloneta,42,Motos,Subjecte Jurídic,5
2018,1,Ciutat Vella,3,la Barceloneta,42,Motos,Subjecte Físic,164
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,Turismes,Subjecte Jurídic,52
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,Turismes,Subjecte Físic,293
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,Motos,Subjecte Jurídic,185
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,Motos,Subjecte Físic,193
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,Turismes,Subjecte Jurídic,62
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,Turismes,Subjecte Físic,251
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,Motos,Subjecte Jurídic,33
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,Motos,Subjecte Físic,199
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,Turismes,Subjecte Jurídic,28
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,Turismes,Subjecte Físic,286
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,Motos,Subjecte Jurídic,11
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,Motos,Subjecte Físic,190
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,Motos,Altres,1
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,Turismes,Subjecte Jurídic,39
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,Turismes,Subjecte Físic,225
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,Motos,Subjecte Jurídic,39
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,Motos,Subjecte Físic,191
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,Turismes,Subjecte Jurídic,40
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,Turismes,Subjecte Físic,238
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,Motos,Subjecte Jurídic,5
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,Motos,Subjecte Físic,160
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,Turismes,Subjecte Jurídic,17
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,Turismes,Subjecte Físic,288
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,Motos,Subjecte Jurídic,11
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,Motos,Subjecte Físic,167
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,Turismes,Subjecte Jurídic,35
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,Turismes,Subjecte Físic,199
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,Motos,Subjecte Jurídic,14
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,Motos,Subjecte Físic,154
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,Turismes,Subjecte Jurídic,11
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,Turismes,Subjecte Físic,197
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,Motos,Subjecte Jurídic,1
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,Motos,Subjecte Físic,140
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,Turismes,Subjecte Jurídic,19
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,Turismes,Subjecte Físic,202
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,Motos,Subjecte Jurídic,5
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,Motos,Subjecte Físic,120
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,Turismes,Subjecte Jurídic,129
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,Turismes,Subjecte Físic,423
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,Motos,Subjecte Jurídic,49
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,Motos,Subjecte Físic,243
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,Turismes,Subjecte Jurídic,17
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,Turismes,Subjecte Físic,290
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,Motos,Subjecte Jurídic,3
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,Motos,Subjecte Físic,173
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,Turismes,Subjecte Jurídic,10
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,Turismes,Subjecte Físic,173
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,Motos,Subjecte Jurídic,10
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,Motos,Subjecte Físic,127
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,Turismes,Subjecte Jurídic,20
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,Turismes,Subjecte Físic,304
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,Motos,Subjecte Jurídic,11
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,Motos,Subjecte Físic,130
2018,2,Eixample,5,el Fort Pienc,1,Turismes,Subjecte Jurídic,156
2018,2,Eixample,5,el Fort Pienc,1,Turismes,Subjecte Físic,318
2018,2,Eixample,5,el Fort Pienc,1,Motos,Subjecte Jurídic,4
2018,2,Eixample,5,el Fort Pienc,1,Motos,Subjecte Físic,121
2018,2,Eixample,5,el Fort Pienc,2,Turismes,Subjecte Jurídic,35
2018,2,Eixample,5,el Fort Pienc,2,Turismes,Subjecte Físic,447
2018,2,Eixample,5,el Fort Pienc,2,Motos,Subjecte Jurídic,13
2018,2,Eixample,5,el Fort Pienc,2,Motos,Subjecte Físic,191
2018,2,Eixample,5,el Fort Pienc,3,Turismes,Subjecte Jurídic,16
2018,2,Eixample,5,el Fort Pienc,3,Turismes,Subjecte Físic,302
2018,2,Eixample,5,el Fort Pienc,3,Motos,Subjecte Jurídic,5
2018,2,Eixample,5,el Fort Pienc,3,Motos,Subjecte Físic,114
2018,2,Eixample,5,el Fort Pienc,4,Turismes,Subjecte Jurídic,49
2018,2,Eixample,5,el Fort Pienc,4,Turismes,Subjecte Físic,345
2018,2,Eixample,5,el Fort Pienc,4,Motos,Subjecte Jurídic,9
2018,2,Eixample,5,el Fort Pienc,4,Motos,Subjecte Físic,159
2018,2,Eixample,5,el Fort Pienc,5,Turismes,Subjecte Jurídic,77
2018,2,Eixample,5,el Fort Pienc,5,Turismes,Subjecte Físic,606
2018,2,Eixample,5,el Fort Pienc,5,Motos,Subjecte Jurídic,29
2018,2,Eixample,5,el Fort Pienc,5,Motos,Subjecte Físic,259
2018,2,Eixample,5,el Fort Pienc,6,Turismes,Subjecte Jurídic,39
2018,2,Eixample,5,el Fort Pienc,6,Turismes,Subjecte Físic,463
2018,2,Eixample,5,el Fort Pienc,6,Motos,Subjecte Jurídic,8
2018,2,Eixample,5,el Fort Pienc,6,Motos,Subjecte Físic,202
2018,2,Eixample,5,el Fort Pienc,7,Turismes,Subjecte Jurídic,45
2018,2,Eixample,5,el Fort Pienc,7,Turismes,Subjecte Físic,332
2018,2,Eixample,5,el Fort Pienc,7,Motos,Subjecte Jurídic,14
2018,2,Eixample,5,el Fort Pienc,7,Motos,Subjecte Físic,139
2018,2,Eixample,5,el Fort Pienc,8,Turismes,Subjecte Jurídic,89
2018,2,Eixample,5,el Fort Pienc,8,Turismes,Subjecte Físic,523
2018,2,Eixample,5,el Fort Pienc,8,Motos,Subjecte Jurídic,15
2018,2,Eixample,5,el Fort Pienc,8,Motos,Subjecte Físic,228
2018,2,Eixample,5,el Fort Pienc,9,Turismes,Subjecte Jurídic,46
2018,2,Eixample,5,el Fort Pienc,9,Turismes,Subjecte Físic,503
2018,2,Eixample,5,el Fort Pienc,9,Motos,Subjecte Jurídic,13
2018,2,Eixample,5,el Fort Pienc,9,Motos,Subjecte Físic,214
2018,2,Eixample,5,el Fort Pienc,10,Turismes,Subjecte Jurídic,27
2018,2,Eixample,5,el Fort Pienc,10,Turismes,Subjecte Físic,305
2018,2,Eixample,5,el Fort Pienc,10,Motos,Subjecte Jurídic,5
2018,2,Eixample,5,el Fort Pienc,10,Motos,Subjecte Físic,144
2018,2,Eixample,5,el Fort Pienc,11,Turismes,Subjecte Jurídic,36
2018,2,Eixample,5,el Fort Pienc,11,Turismes,Subjecte Físic,340
2018,2,Eixample,5,el Fort Pienc,11,Turismes,Altres,1
2018,2,Eixample,5,el Fort Pienc,11,Motos,Subjecte Jurídic,15
2018,2,Eixample,5,el Fort Pienc,11,Motos,Subjecte Físic,138
2018,2,Eixample,5,el Fort Pienc,12,Turismes,Subjecte Jurídic,17
2018,2,Eixample,5,el Fort Pienc,12,Turismes,Subjecte Físic,402
2018,2,Eixample,5,el Fort Pienc,12,Motos,Subjecte Jurídic,3
2018,2,Eixample,5,el Fort Pienc,12,Motos,Subjecte Físic,202
2018,2,Eixample,5,el Fort Pienc,13,Turismes,Subjecte Jurídic,44
2018,2,Eixample,5,el Fort Pienc,13,Turismes,Subjecte Físic,288
2018,2,Eixample,5,el Fort Pienc,13,Motos,Subjecte Jurídic,9
2018,2,Eixample,5,el Fort Pienc,13,Motos,Subjecte Físic,159
2018,2,Eixample,5,el Fort Pienc,14,Turismes,Subjecte Jurídic,21
2018,2,Eixample,5,el Fort Pienc,14,Turismes,Subjecte Físic,279
2018,2,Eixample,5,el Fort Pienc,14,Motos,Subjecte Jurídic,2
2018,2,Eixample,5,el Fort Pienc,14,Motos,Subjecte Físic,132
2018,2,Eixample,5,el Fort Pienc,15,Turismes,Subjecte Jurídic,24
2018,2,Eixample,5,el Fort Pienc,15,Turismes,Subjecte Físic,366
2018,2,Eixample,5,el Fort Pienc,15,Motos,Subjecte Jurídic,5
2018,2,Eixample,5,el Fort Pienc,15,Motos,Subjecte Físic,193
2018,2,Eixample,5,el Fort Pienc,16,Turismes,Subjecte Jurídic,33
2018,2,Eixample,5,el Fort Pienc,16,Turismes,Subjecte Físic,493
2018,2,Eixample,5,el Fort Pienc,16,Motos,Subjecte Jurídic,21
2018,2,Eixample,5,el Fort Pienc,16,Motos,Subjecte Físic,247
2018,2,Eixample,5,el Fort Pienc,16,Motos,Altres,1
2018,2,Eixample,5,el Fort Pienc,17,Turismes,Subjecte Jurídic,53
2018,2,Eixample,5,el Fort Pienc,17,Turismes,Subjecte Físic,502
2018,2,Eixample,5,el Fort Pienc,17,Motos,Subjecte Jurídic,18
2018,2,Eixample,5,el Fort Pienc,17,Motos,Subjecte Físic,278
2018,2,Eixample,5,el Fort Pienc,18,Turismes,Subjecte Jurídic,70
2018,2,Eixample,5,el Fort Pienc,18,Turismes,Subjecte Físic,541
2018,2,Eixample,5,el Fort Pienc,18,Motos,Subjecte Jurídic,22
2018,2,Eixample,5,el Fort Pienc,18,Motos,Subjecte Físic,243
2018,2,Eixample,5,el Fort Pienc,19,Turismes,Subjecte Jurídic,74
2018,2,Eixample,5,el Fort Pienc,19,Turismes,Subjecte Físic,472
2018,2,Eixample,5,el Fort Pienc,19,Turismes,Altres,1
2018,2,Eixample,5,el Fort Pienc,19,Motos,Subjecte Jurídic,27
2018,2,Eixample,5,el Fort Pienc,19,Motos,Subjecte Físic,216
2018,2,Eixample,5,el Fort Pienc,20,Turismes,Subjecte Jurídic,53
2018,2,Eixample,5,el Fort Pienc,20,Turismes,Subjecte Físic,320
2018,2,Eixample,5,el Fort Pienc,20,Motos,Subjecte Jurídic,10
2018,2,Eixample,5,el Fort Pienc,20,Motos,Subjecte Físic,164
2018,2,Eixample,6,la Sagrada Família,21,Turismes,Subjecte Jurídic,15
2018,2,Eixample,6,la Sagrada Família,21,Turismes,Subjecte Físic,346
2018,2,Eixample,6,la Sagrada Família,21,Motos,Subjecte Jurídic,6
2018,2,Eixample,6,la Sagrada Família,21,Motos,Subjecte Físic,173
2018,2,Eixample,6,la Sagrada Família,22,Turismes,Subjecte Jurídic,16
2018,2,Eixample,6,la Sagrada Família,22,Turismes,Subjecte Físic,318
2018,2,Eixample,6,la Sagrada Família,22,Motos,Subjecte Jurídic,66
2018,2,Eixample,6,la Sagrada Família,22,Motos,Subjecte Físic,121
2018,2,Eixample,6,la Sagrada Família,23,Turismes,Subjecte Jurídic,19
2018,2,Eixample,6,la Sagrada Família,23,Turismes,Subjecte Físic,324
2018,2,Eixample,6,la Sagrada Família,23,Motos,Subjecte Jurídic,5
2018,2,Eixample,6,la Sagrada Família,23,Motos,Subjecte Físic,137
2018,2,Eixample,6,la Sagrada Família,24,Turismes,Subjecte Jurídic,17
