Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Sexe,Edat_any_a_any,Nombre
2013,3,Sants-Montjuïc,13,la Marina de Port,Home,49 anys,258
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,49 anys,62
2013,3,Sants-Montjuïc,15,Hostafrancs,Home,49 anys,88
2013,3,Sants-Montjuïc,16,la Bordeta,Home,49 anys,137
2013,3,Sants-Montjuïc,17,Sants - Badal,Home,49 anys,168
2013,3,Sants-Montjuïc,18,Sants,Home,49 anys,274
2013,4,Les Corts,19,les Corts,Home,49 anys,293
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Home,49 anys,134
2013,4,Les Corts,21,Pedralbes,Home,49 anys,69
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,49 anys,45
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Home,49 anys,170
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,49 anys,112
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,49 anys,137
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,49 anys,301
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,49 anys,200
2013,6,Gràcia,28,Vallcarca i els Penitents,Home,49 anys,94
2013,6,Gràcia,29,el Coll,Home,49 anys,47
2013,6,Gràcia,30,la Salut,Home,49 anys,75
2013,6,Gràcia,31,la Vila de Gràcia,Home,49 anys,335
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,49 anys,220
2013,7,Horta-Guinardó,33,el Baix Guinardó,Home,49 anys,179
2013,7,Horta-Guinardó,34,Can Baró,Home,49 anys,62
2013,7,Horta-Guinardó,35,el Guinardó,Home,49 anys,248
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Home,49 anys,86
2013,7,Horta-Guinardó,37,el Carmel,Home,49 anys,254
2013,7,Horta-Guinardó,38,la Teixonera,Home,49 anys,86
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,49 anys,68
2013,7,Horta-Guinardó,40,Montbau,Home,49 anys,47
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Home,49 anys,52
2013,7,Horta-Guinardó,42,la Clota,Home,49 anys,3
2013,7,Horta-Guinardó,43,Horta,Home,49 anys,194
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,49 anys,173
2013,8,Nou Barris,45,Porta,Home,49 anys,166
2013,8,Nou Barris,46,el Turó de la Peira,Home,49 anys,110
2013,8,Nou Barris,47,Can Peguera,Home,49 anys,14
2013,8,Nou Barris,48,la Guineueta,Home,49 anys,85
2013,8,Nou Barris,49,Canyelles,Home,49 anys,43
2013,8,Nou Barris,50,les Roquetes,Home,49 anys,99
2013,8,Nou Barris,51,Verdun,Home,49 anys,71
2013,8,Nou Barris,52,la Prosperitat,Home,49 anys,176
2013,8,Nou Barris,53,la Trinitat Nova,Home,49 anys,56
2013,8,Nou Barris,54,Torre Baró,Home,49 anys,25
2013,8,Nou Barris,55,Ciutat Meridiana,Home,49 anys,87
2013,8,Nou Barris,56,Vallbona,Home,49 anys,7
2013,9,Sant Andreu,57,la Trinitat Vella,Home,49 anys,78
2013,9,Sant Andreu,58,Baró de Viver,Home,49 anys,11
2013,9,Sant Andreu,59,el Bon Pastor,Home,49 anys,84
2013,9,Sant Andreu,60,Sant Andreu,Home,49 anys,363
2013,9,Sant Andreu,61,la Sagrera,Home,49 anys,187
2013,9,Sant Andreu,62,el Congrés i els Indians,Home,49 anys,97
2013,9,Sant Andreu,63,Navas,Home,49 anys,171
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,49 anys,287
2013,10,Sant Martí,65,el Clot,Home,49 anys,195
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,49 anys,104
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,49 anys,94
2013,10,Sant Martí,68,el Poblenou,Home,49 anys,252
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,49 anys,106
2013,10,Sant Martí,70,el Besòs i el Maresme,Home,49 anys,178
2013,10,Sant Martí,71,Provençals del Poblenou,Home,49 anys,150
2013,10,Sant Martí,72,Sant Martí de Provençals,Home,49 anys,173
2013,10,Sant Martí,73,la Verneda i la Pau,Home,49 anys,202
2013,1,Ciutat Vella,1,el Raval,Home,50 anys,337
2013,1,Ciutat Vella,2,el Barri Gòtic,Home,50 anys,118
2013,1,Ciutat Vella,3,la Barceloneta,Home,50 anys,103
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,50 anys,148
2013,2,Eixample,5,el Fort Pienc,Home,50 anys,190
2013,2,Eixample,6,la Sagrada Família,Home,50 anys,351
2013,2,Eixample,7,la Dreta de l'Eixample,Home,50 anys,279
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,50 anys,281
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,50 anys,350
2013,2,Eixample,10,Sant Antoni,Home,50 anys,260
2013,3,Sants-Montjuïc,11,el Poble Sec,Home,50 anys,274
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,50 anys,11
2013,3,Sants-Montjuïc,13,la Marina de Port,Home,50 anys,226
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,50 anys,83
2013,3,Sants-Montjuïc,15,Hostafrancs,Home,50 anys,92
2013,3,Sants-Montjuïc,16,la Bordeta,Home,50 anys,145
2013,3,Sants-Montjuïc,17,Sants - Badal,Home,50 anys,146
2013,3,Sants-Montjuïc,18,Sants,Home,50 anys,255
2013,4,Les Corts,19,les Corts,Home,50 anys,254
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Home,50 anys,109
2013,4,Les Corts,21,Pedralbes,Home,50 anys,75
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,50 anys,36
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Home,50 anys,153
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,50 anys,91
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,50 anys,168
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,50 anys,331
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,50 anys,174
2013,6,Gràcia,28,Vallcarca i els Penitents,Home,50 anys,89
2013,6,Gràcia,29,el Coll,Home,50 anys,63
2013,6,Gràcia,30,la Salut,Home,50 anys,80
2013,6,Gràcia,31,la Vila de Gràcia,Home,50 anys,299
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,50 anys,211
2013,7,Horta-Guinardó,33,el Baix Guinardó,Home,50 anys,180
2013,7,Horta-Guinardó,34,Can Baró,Home,50 anys,55
2013,7,Horta-Guinardó,35,el Guinardó,Home,50 anys,238
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Home,50 anys,67
2013,7,Horta-Guinardó,37,el Carmel,Home,50 anys,206
2013,7,Horta-Guinardó,38,la Teixonera,Home,50 anys,71
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,50 anys,56
2013,7,Horta-Guinardó,40,Montbau,Home,50 anys,39
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Home,50 anys,40
2013,7,Horta-Guinardó,42,la Clota,Home,50 anys,2
2013,7,Horta-Guinardó,43,Horta,Home,50 anys,207
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,50 anys,172
2013,8,Nou Barris,45,Porta,Home,50 anys,159
2013,8,Nou Barris,46,el Turó de la Peira,Home,50 anys,122
2013,8,Nou Barris,47,Can Peguera,Home,50 anys,18
2013,8,Nou Barris,48,la Guineueta,Home,50 anys,109
2013,8,Nou Barris,49,Canyelles,Home,50 anys,41
2013,8,Nou Barris,50,les Roquetes,Home,50 anys,92
2013,8,Nou Barris,51,Verdun,Home,50 anys,79
2013,8,Nou Barris,52,la Prosperitat,Home,50 anys,144
2013,8,Nou Barris,53,la Trinitat Nova,Home,50 anys,54
2013,8,Nou Barris,54,Torre Baró,Home,50 anys,16
2013,8,Nou Barris,55,Ciutat Meridiana,Home,50 anys,73
2013,8,Nou Barris,56,Vallbona,Home,50 anys,12
2013,9,Sant Andreu,57,la Trinitat Vella,Home,50 anys,78
2013,9,Sant Andreu,58,Baró de Viver,Home,50 anys,10
2013,9,Sant Andreu,59,el Bon Pastor,Home,50 anys,94
2013,9,Sant Andreu,60,Sant Andreu,Home,50 anys,371
2013,9,Sant Andreu,61,la Sagrera,Home,50 anys,178
2013,9,Sant Andreu,62,el Congrés i els Indians,Home,50 anys,96
2013,9,Sant Andreu,63,Navas,Home,50 anys,147
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,50 anys,238
2013,10,Sant Martí,65,el Clot,Home,50 anys,201
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,50 anys,91
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,50 anys,79
2013,10,Sant Martí,68,el Poblenou,Home,50 anys,215
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,50 anys,77
2013,10,Sant Martí,70,el Besòs i el Maresme,Home,50 anys,178
2013,10,Sant Martí,71,Provençals del Poblenou,Home,50 anys,153
2013,10,Sant Martí,72,Sant Martí de Provençals,Home,50 anys,181
2013,10,Sant Martí,73,la Verneda i la Pau,Home,50 anys,196
2013,1,Ciutat Vella,1,el Raval,Home,51 anys,349
2013,1,Ciutat Vella,2,el Barri Gòtic,Home,51 anys,123
2013,1,Ciutat Vella,3,la Barceloneta,Home,51 anys,99
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,51 anys,138
2013,2,Eixample,5,el Fort Pienc,Home,51 anys,208
2013,2,Eixample,6,la Sagrada Família,Home,51 anys,340
2013,2,Eixample,7,la Dreta de l'Eixample,Home,51 anys,257
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,51 anys,258
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,51 anys,338
2013,2,Eixample,10,Sant Antoni,Home,51 anys,254
2013,3,Sants-Montjuïc,11,el Poble Sec,Home,51 anys,293
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,51 anys,7
2013,3,Sants-Montjuïc,13,la Marina de Port,Home,51 anys,235
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,51 anys,72
2013,3,Sants-Montjuïc,15,Hostafrancs,Home,51 anys,115
2013,3,Sants-Montjuïc,16,la Bordeta,Home,51 anys,116
2013,3,Sants-Montjuïc,17,Sants - Badal,Home,51 anys,155
2013,3,Sants-Montjuïc,18,Sants,Home,51 anys,287
2013,4,Les Corts,19,les Corts,Home,51 anys,272
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Home,51 anys,122
2013,4,Les Corts,21,Pedralbes,Home,51 anys,69
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,51 anys,26
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Home,51 anys,155
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,51 anys,113
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,51 anys,149
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,51 anys,276
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,51 anys,150
2013,6,Gràcia,28,Vallcarca i els Penitents,Home,51 anys,82
2013,6,Gràcia,29,el Coll,Home,51 anys,45
2013,6,Gràcia,30,la Salut,Home,51 anys,68
2013,6,Gràcia,31,la Vila de Gràcia,Home,51 anys,290
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,51 anys,188
2013,7,Horta-Guinardó,33,el Baix Guinardó,Home,51 anys,184
2013,7,Horta-Guinardó,34,Can Baró,Home,51 anys,67
2013,7,Horta-Guinardó,35,el Guinardó,Home,51 anys,233
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Home,51 anys,59
2013,7,Horta-Guinardó,37,el Carmel,Home,51 anys,201
2013,7,Horta-Guinardó,38,la Teixonera,Home,51 anys,78
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,51 anys,41
2013,7,Horta-Guinardó,40,Montbau,Home,51 anys,46
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Home,51 anys,50
2013,7,Horta-Guinardó,42,la Clota,Home,51 anys,6
2013,7,Horta-Guinardó,43,Horta,Home,51 anys,182
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,51 anys,173
2013,8,Nou Barris,45,Porta,Home,51 anys,129
2013,8,Nou Barris,46,el Turó de la Peira,Home,51 anys,117
2013,8,Nou Barris,47,Can Peguera,Home,51 anys,21
2013,8,Nou Barris,48,la Guineueta,Home,51 anys,100
2013,8,Nou Barris,49,Canyelles,Home,51 anys,41
2013,8,Nou Barris,50,les Roquetes,Home,51 anys,102
2013,8,Nou Barris,51,Verdun,Home,51 anys,72
2013,8,Nou Barris,52,la Prosperitat,Home,51 anys,161
2013,8,Nou Barris,53,la Trinitat Nova,Home,51 anys,68
2013,8,Nou Barris,54,Torre Baró,Home,51 anys,11
2013,8,Nou Barris,55,Ciutat Meridiana,Home,51 anys,69
2013,8,Nou Barris,56,Vallbona,Home,51 anys,4
2013,9,Sant Andreu,57,la Trinitat Vella,Home,51 anys,84
2013,9,Sant Andreu,58,Baró de Viver,Home,51 anys,24
2013,9,Sant Andreu,59,el Bon Pastor,Home,51 anys,81
2013,9,Sant Andreu,60,Sant Andreu,Home,51 anys,365
2013,9,Sant Andreu,61,la Sagrera,Home,51 anys,183
2013,9,Sant Andreu,62,el Congrés i els Indians,Home,51 anys,89
2013,9,Sant Andreu,63,Navas,Home,51 anys,131
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,51 anys,224
2013,10,Sant Martí,65,el Clot,Home,51 anys,171
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,51 anys,100
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,51 anys,103
2013,10,Sant Martí,68,el Poblenou,Home,51 anys,226
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,51 anys,91
2013,10,Sant Martí,70,el Besòs i el Maresme,Home,51 anys,193
2013,10,Sant Martí,71,Provençals del Poblenou,Home,51 anys,149
2013,10,Sant Martí,72,Sant Martí de Provençals,Home,51 anys,173
2013,10,Sant Martí,73,la Verneda i la Pau,Home,51 anys,190
2013,1,Ciutat Vella,1,el Raval,Home,52 anys,288
2013,1,Ciutat Vella,2,el Barri Gòtic,Home,52 anys,101
2013,1,Ciutat Vella,3,la Barceloneta,Home,52 anys,80
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,52 anys,146
2013,2,Eixample,5,el Fort Pienc,Home,52 anys,188
2013,2,Eixample,6,la Sagrada Família,Home,52 anys,308
2013,2,Eixample,7,la Dreta de l'Eixample,Home,52 anys,246
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,52 anys,260
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,52 anys,361
2013,2,Eixample,10,Sant Antoni,Home,52 anys,244
2013,3,Sants-Montjuïc,11,el Poble Sec,Home,52 anys,246
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,52 anys,8
2013,3,Sants-Montjuïc,13,la Marina de Port,Home,52 anys,200
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,52 anys,53
2013,3,Sants-Montjuïc,15,Hostafrancs,Home,52 anys,95
2013,3,Sants-Montjuïc,16,la Bordeta,Home,52 anys,117
2013,3,Sants-Montjuïc,17,Sants - Badal,Home,52 anys,172
2013,3,Sants-Montjuïc,18,Sants,Home,52 anys,260
2013,4,Les Corts,19,les Corts,Home,52 anys,263
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Home,52 anys,138
2013,4,Les Corts,21,Pedralbes,Home,52 anys,70
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,52 anys,33
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Home,52 anys,162
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,52 anys,94
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,52 anys,156
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,52 anys,323
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,52 anys,166
2013,6,Gràcia,28,Vallcarca i els Penitents,Home,52 anys,97
2013,6,Gràcia,29,el Coll,Home,52 anys,47
2013,6,Gràcia,30,la Salut,Home,52 anys,82
2013,6,Gràcia,31,la Vila de Gràcia,Home,52 anys,309
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,52 anys,185
2013,7,Horta-Guinardó,33,el Baix Guinardó,Home,52 anys,156
2013,7,Horta-Guinardó,34,Can Baró,Home,52 anys,63
2013,7,Horta-Guinardó,35,el Guinardó,Home,52 anys,240
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Home,52 anys,64
2013,7,Horta-Guinardó,37,el Carmel,Home,52 anys,190
2013,7,Horta-Guinardó,38,la Teixonera,Home,52 anys,68
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,52 anys,35
2013,7,Horta-Guinardó,40,Montbau,Home,52 anys,41
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Home,52 anys,50
2013,7,Horta-Guinardó,42,la Clota,Home,52 anys,7
2013,7,Horta-Guinardó,43,Horta,Home,52 anys,154
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,52 anys,167
2013,8,Nou Barris,45,Porta,Home,52 anys,134
2013,8,Nou Barris,46,el Turó de la Peira,Home,52 anys,115
2013,8,Nou Barris,47,Can Peguera,Home,52 anys,11
2013,8,Nou Barris,48,la Guineueta,Home,52 anys,86
2013,8,Nou Barris,49,Canyelles,Home,52 anys,35
2013,8,Nou Barris,50,les Roquetes,Home,52 anys,91
2013,8,Nou Barris,51,Verdun,Home,52 anys,58
2013,8,Nou Barris,52,la Prosperitat,Home,52 anys,154
2013,8,Nou Barris,53,la Trinitat Nova,Home,52 anys,58
2013,8,Nou Barris,54,Torre Baró,Home,52 anys,12
2013,8,Nou Barris,55,Ciutat Meridiana,Home,52 anys,56
2013,8,Nou Barris,56,Vallbona,Home,52 anys,7
2013,9,Sant Andreu,57,la Trinitat Vella,Home,52 anys,68
2013,9,Sant Andreu,58,Baró de Viver,Home,52 anys,20
2013,9,Sant Andreu,59,el Bon Pastor,Home,52 anys,81
2013,9,Sant Andreu,60,Sant Andreu,Home,52 anys,353
2013,9,Sant Andreu,61,la Sagrera,Home,52 anys,160
2013,9,Sant Andreu,62,el Congrés i els Indians,Home,52 anys,98
2013,9,Sant Andreu,63,Navas,Home,52 anys,143
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,52 anys,251
2013,10,Sant Martí,65,el Clot,Home,52 anys,216
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,52 anys,76
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,52 anys,83
2013,10,Sant Martí,68,el Poblenou,Home,52 anys,217
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,52 anys,70
2013,10,Sant Martí,70,el Besòs i el Maresme,Home,52 anys,158
2013,10,Sant Martí,71,Provençals del Poblenou,Home,52 anys,156
2013,10,Sant Martí,72,Sant Martí de Provençals,Home,52 anys,140
2013,10,Sant Martí,73,la Verneda i la Pau,Home,52 anys,190
2013,1,Ciutat Vella,1,el Raval,Home,53 anys,305
2013,1,Ciutat Vella,2,el Barri Gòtic,Home,53 anys,121
2013,1,Ciutat Vella,3,la Barceloneta,Home,53 anys,107
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,53 anys,126
2013,2,Eixample,5,el Fort Pienc,Home,53 anys,182
2013,2,Eixample,6,la Sagrada Família,Home,53 anys,333
2013,2,Eixample,7,la Dreta de l'Eixample,Home,53 anys,274
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,53 anys,260
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,53 anys,343
2013,2,Eixample,10,Sant Antoni,Home,53 anys,248
2013,3,Sants-Montjuïc,11,el Poble Sec,Home,53 anys,247
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,53 anys,5
2013,3,Sants-Montjuïc,13,la Marina de Port,Home,53 anys,218
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,53 anys,57
2013,3,Sants-Montjuïc,15,Hostafrancs,Home,53 anys,100
2013,3,Sants-Montjuïc,16,la Bordeta,Home,53 anys,146
2013,3,Sants-Montjuïc,17,Sants - Badal,Home,53 anys,160
2013,3,Sants-Montjuïc,18,Sants,Home,53 anys,266
2013,4,Les Corts,19,les Corts,Home,53 anys,285
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Home,53 anys,153
2013,4,Les Corts,21,Pedralbes,Home,53 anys,60
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,53 anys,31
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Home,53 anys,149
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,53 anys,90
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,53 anys,145
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,53 anys,314
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,53 anys,164
2013,6,Gràcia,28,Vallcarca i els Penitents,Home,53 anys,91
2013,6,Gràcia,29,el Coll,Home,53 anys,64
2013,6,Gràcia,30,la Salut,Home,53 anys,60
2013,6,Gràcia,31,la Vila de Gràcia,Home,53 anys,262
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,53 anys,206
2013,7,Horta-Guinardó,33,el Baix Guinardó,Home,53 anys,157
2013,7,Horta-Guinardó,34,Can Baró,Home,53 anys,59
2013,7,Horta-Guinardó,35,el Guinardó,Home,53 anys,208
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Home,53 anys,67
2013,7,Horta-Guinardó,37,el Carmel,Home,53 anys,187
2013,7,Horta-Guinardó,38,la Teixonera,Home,53 anys,76
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,53 anys,44
2013,7,Horta-Guinardó,40,Montbau,Home,53 anys,23
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Home,53 anys,49
2013,7,Horta-Guinardó,42,la Clota,Home,53 anys,3
2013,7,Horta-Guinardó,43,Horta,Home,53 anys,175
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,53 anys,145
2013,8,Nou Barris,45,Porta,Home,53 anys,132
2013,8,Nou Barris,46,el Turó de la Peira,Home,53 anys,95
2013,8,Nou Barris,47,Can Peguera,Home,53 anys,17
2013,8,Nou Barris,48,la Guineueta,Home,53 anys,99
2013,8,Nou Barris,49,Canyelles,Home,53 anys,37
2013,8,Nou Barris,50,les Roquetes,Home,53 anys,97
2013,8,Nou Barris,51,Verdun,Home,53 anys,66
2013,8,Nou Barris,52,la Prosperitat,Home,53 anys,146
2013,8,Nou Barris,53,la Trinitat Nova,Home,53 anys,52
2013,8,Nou Barris,54,Torre Baró,Home,53 anys,16
2013,8,Nou Barris,55,Ciutat Meridiana,Home,53 anys,42
2013,8,Nou Barris,56,Vallbona,Home,53 anys,8
2013,9,Sant Andreu,57,la Trinitat Vella,Home,53 anys,50
2013,9,Sant Andreu,58,Baró de Viver,Home,53 anys,17
2013,9,Sant Andreu,59,el Bon Pastor,Home,53 anys,73
2013,9,Sant Andreu,60,Sant Andreu,Home,53 anys,331
2013,9,Sant Andreu,61,la Sagrera,Home,53 anys,179
2013,9,Sant Andreu,62,el Congrés i els Indians,Home,53 anys,90
2013,9,Sant Andreu,63,Navas,Home,53 anys,151
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,53 anys,215
2013,10,Sant Martí,65,el Clot,Home,53 anys,201
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,53 anys,80
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,53 anys,72
2013,10,Sant Martí,68,el Poblenou,Home,53 anys,192
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,53 anys,72
2013,10,Sant Martí,70,el Besòs i el Maresme,Home,53 anys,154
2013,10,Sant Martí,71,Provençals del Poblenou,Home,53 anys,148
2013,10,Sant Martí,72,Sant Martí de Provençals,Home,53 anys,172
2013,10,Sant Martí,73,la Verneda i la Pau,Home,53 anys,172
2013,1,Ciutat Vella,1,el Raval,Home,54 anys,269
2013,1,Ciutat Vella,2,el Barri Gòtic,Home,54 anys,114
2013,1,Ciutat Vella,3,la Barceloneta,Home,54 anys,111
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,54 anys,111
2013,2,Eixample,5,el Fort Pienc,Home,54 anys,212
2013,2,Eixample,6,la Sagrada Família,Home,54 anys,352
2013,2,Eixample,7,la Dreta de l'Eixample,Home,54 anys,241
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,54 anys,281
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,54 anys,356
2013,2,Eixample,10,Sant Antoni,Home,54 anys,198
2013,3,Sants-Montjuïc,11,el Poble Sec,Home,54 anys,224
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,54 anys,15
2013,3,Sants-Montjuïc,13,la Marina de Port,Home,54 anys,195
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,54 anys,61
2013,3,Sants-Montjuïc,15,Hostafrancs,Home,54 anys,104
2013,3,Sants-Montjuïc,16,la Bordeta,Home,54 anys,143
2013,3,Sants-Montjuïc,17,Sants - Badal,Home,54 anys,154
2013,3,Sants-Montjuïc,18,Sants,Home,54 anys,270
2013,4,Les Corts,19,les Corts,Home,54 anys,282
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Home,54 anys,133
2013,4,Les Corts,21,Pedralbes,Home,54 anys,62
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,54 anys,32
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Home,54 anys,144
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,54 anys,97
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,54 anys,159
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,54 anys,261
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,54 anys,180
2013,6,Gràcia,28,Vallcarca i els Penitents,Home,54 anys,100
2013,6,Gràcia,29,el Coll,Home,54 anys,34
2013,6,Gràcia,30,la Salut,Home,54 anys,69
2013,6,Gràcia,31,la Vila de Gràcia,Home,54 anys,268
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,54 anys,203
2013,7,Horta-Guinardó,33,el Baix Guinardó,Home,54 anys,148
2013,7,Horta-Guinardó,34,Can Baró,Home,54 anys,47
2013,7,Horta-Guinardó,35,el Guinardó,Home,54 anys,231
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Home,54 anys,88
2013,7,Horta-Guinardó,37,el Carmel,Home,54 anys,173
2013,7,Horta-Guinardó,38,la Teixonera,Home,54 anys,79
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,54 anys,44
