Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Sexe,Edat_any_a_any,Nombre
2013,7,Horta-Guinardó,34,Can Baró,Home,0 anys,35
2013,7,Horta-Guinardó,35,el Guinardó,Home,0 anys,142
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Home,0 anys,40
2013,7,Horta-Guinardó,37,el Carmel,Home,0 anys,143
2013,7,Horta-Guinardó,38,la Teixonera,Home,0 anys,58
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,0 anys,25
2013,7,Horta-Guinardó,40,Montbau,Home,0 anys,13
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Home,0 anys,14
2013,7,Horta-Guinardó,42,la Clota,Home,0 anys,8
2013,7,Horta-Guinardó,43,Horta,Home,0 anys,103
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,0 anys,94
2013,8,Nou Barris,45,Porta,Home,0 anys,110
2013,8,Nou Barris,46,el Turó de la Peira,Home,0 anys,81
2013,8,Nou Barris,47,Can Peguera,Home,0 anys,8
2013,8,Nou Barris,48,la Guineueta,Home,0 anys,54
2013,8,Nou Barris,49,Canyelles,Home,0 anys,26
2013,8,Nou Barris,50,les Roquetes,Home,0 anys,70
2013,8,Nou Barris,51,Verdun,Home,0 anys,66
2013,8,Nou Barris,52,la Prosperitat,Home,0 anys,112
2013,8,Nou Barris,53,la Trinitat Nova,Home,0 anys,39
2013,8,Nou Barris,54,Torre Baró,Home,0 anys,10
2013,8,Nou Barris,55,Ciutat Meridiana,Home,0 anys,57
2013,8,Nou Barris,56,Vallbona,Home,0 anys,8
2013,9,Sant Andreu,57,la Trinitat Vella,Home,0 anys,57
2013,9,Sant Andreu,58,Baró de Viver,Home,0 anys,5
2013,9,Sant Andreu,59,el Bon Pastor,Home,0 anys,51
2013,9,Sant Andreu,60,Sant Andreu,Home,0 anys,239
2013,9,Sant Andreu,61,la Sagrera,Home,0 anys,126
2013,9,Sant Andreu,62,el Congrés i els Indians,Home,0 anys,70
2013,9,Sant Andreu,63,Navas,Home,0 anys,79
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,0 anys,150
2013,10,Sant Martí,65,el Clot,Home,0 anys,94
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,0 anys,64
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,0 anys,41
2013,10,Sant Martí,68,el Poblenou,Home,0 anys,176
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,0 anys,98
2013,10,Sant Martí,70,el Besòs i el Maresme,Home,0 anys,95
2013,10,Sant Martí,71,Provençals del Poblenou,Home,0 anys,95
2013,10,Sant Martí,72,Sant Martí de Provençals,Home,0 anys,106
2013,10,Sant Martí,73,la Verneda i la Pau,Home,0 anys,112
2013,1,Ciutat Vella,1,el Raval,Home,1 any,247
2013,1,Ciutat Vella,2,el Barri Gòtic,Home,1 any,58
2013,1,Ciutat Vella,3,la Barceloneta,Home,1 any,57
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,1 any,84
2013,2,Eixample,5,el Fort Pienc,Home,1 any,126
2013,2,Eixample,6,la Sagrada Família,Home,1 any,222
2013,2,Eixample,7,la Dreta de l'Eixample,Home,1 any,195
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,1 any,145
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,1 any,244
2013,2,Eixample,10,Sant Antoni,Home,1 any,170
2013,3,Sants-Montjuïc,11,el Poble Sec,Home,1 any,196
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,1 any,4
2013,3,Sants-Montjuïc,13,la Marina de Port,Home,1 any,140
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,1 any,31
2013,3,Sants-Montjuïc,15,Hostafrancs,Home,1 any,68
2013,3,Sants-Montjuïc,16,la Bordeta,Home,1 any,76
2013,3,Sants-Montjuïc,17,Sants - Badal,Home,1 any,103
2013,3,Sants-Montjuïc,18,Sants,Home,1 any,184
2013,4,Les Corts,19,les Corts,Home,1 any,192
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Home,1 any,113
2013,4,Les Corts,21,Pedralbes,Home,1 any,46
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,1 any,29
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Home,1 any,142
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,1 any,94
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,1 any,126
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,1 any,197
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,1 any,129
2013,6,Gràcia,28,Vallcarca i els Penitents,Home,1 any,77
2013,6,Gràcia,29,el Coll,Home,1 any,28
2013,6,Gràcia,30,la Salut,Home,1 any,68
2013,6,Gràcia,31,la Vila de Gràcia,Home,1 any,267
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,1 any,160
2013,7,Horta-Guinardó,33,el Baix Guinardó,Home,1 any,84
2013,7,Horta-Guinardó,34,Can Baró,Home,1 any,36
2013,7,Horta-Guinardó,35,el Guinardó,Home,1 any,161
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Home,1 any,30
2013,7,Horta-Guinardó,37,el Carmel,Home,1 any,124
2013,7,Horta-Guinardó,38,la Teixonera,Home,1 any,38
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,1 any,31
2013,7,Horta-Guinardó,40,Montbau,Home,1 any,23
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Home,1 any,19
2013,7,Horta-Guinardó,42,la Clota,Home,1 any,0
2013,7,Horta-Guinardó,43,Horta,Home,1 any,122
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,1 any,117
2013,8,Nou Barris,45,Porta,Home,1 any,88
2013,8,Nou Barris,46,el Turó de la Peira,Home,1 any,81
2013,8,Nou Barris,47,Can Peguera,Home,1 any,13
2013,8,Nou Barris,48,la Guineueta,Home,1 any,61
2013,8,Nou Barris,49,Canyelles,Home,1 any,34
2013,8,Nou Barris,50,les Roquetes,Home,1 any,87
2013,8,Nou Barris,51,Verdun,Home,1 any,55
2013,8,Nou Barris,52,la Prosperitat,Home,1 any,120
2013,8,Nou Barris,53,la Trinitat Nova,Home,1 any,41
2013,8,Nou Barris,54,Torre Baró,Home,1 any,9
2013,8,Nou Barris,55,Ciutat Meridiana,Home,1 any,71
2013,8,Nou Barris,56,Vallbona,Home,1 any,8
2013,9,Sant Andreu,57,la Trinitat Vella,Home,1 any,77
2013,9,Sant Andreu,58,Baró de Viver,Home,1 any,16
2013,9,Sant Andreu,59,el Bon Pastor,Home,1 any,107
2013,9,Sant Andreu,60,Sant Andreu,Home,1 any,294
2013,9,Sant Andreu,61,la Sagrera,Home,1 any,125
2013,9,Sant Andreu,62,el Congrés i els Indians,Home,1 any,53
2013,9,Sant Andreu,63,Navas,Home,1 any,86
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,1 any,145
2013,10,Sant Martí,65,el Clot,Home,1 any,130
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,1 any,57
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,1 any,53
2013,10,Sant Martí,68,el Poblenou,Home,1 any,181
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,1 any,125
2013,10,Sant Martí,70,el Besòs i el Maresme,Home,1 any,118
2013,10,Sant Martí,71,Provençals del Poblenou,Home,1 any,111
2013,10,Sant Martí,72,Sant Martí de Provençals,Home,1 any,102
2013,10,Sant Martí,73,la Verneda i la Pau,Home,1 any,134
2013,1,Ciutat Vella,1,el Raval,Home,2 anys,248
2013,1,Ciutat Vella,2,el Barri Gòtic,Home,2 anys,69
2013,1,Ciutat Vella,3,la Barceloneta,Home,2 anys,52
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,2 anys,96
2013,2,Eixample,5,el Fort Pienc,Home,2 anys,135
2013,2,Eixample,6,la Sagrada Família,Home,2 anys,204
2013,2,Eixample,7,la Dreta de l'Eixample,Home,2 anys,181
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,2 anys,174
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,2 anys,217
2013,2,Eixample,10,Sant Antoni,Home,2 anys,151
2013,3,Sants-Montjuïc,11,el Poble Sec,Home,2 anys,184
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,2 anys,3
2013,3,Sants-Montjuïc,13,la Marina de Port,Home,2 anys,165
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,2 anys,44
2013,3,Sants-Montjuïc,15,Hostafrancs,Home,2 anys,67
2013,3,Sants-Montjuïc,16,la Bordeta,Home,2 anys,66
2013,3,Sants-Montjuïc,17,Sants - Badal,Home,2 anys,90
2013,3,Sants-Montjuïc,18,Sants,Home,2 anys,179
2013,4,Les Corts,19,les Corts,Home,2 anys,204
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Home,2 anys,94
2013,4,Les Corts,21,Pedralbes,Home,2 anys,48
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,2 anys,18
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Home,2 anys,151
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,2 anys,95
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,2 anys,98
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,2 anys,224
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,2 anys,149
2013,6,Gràcia,28,Vallcarca i els Penitents,Home,2 anys,73
2013,6,Gràcia,29,el Coll,Home,2 anys,41
2013,6,Gràcia,30,la Salut,Home,2 anys,52
2013,6,Gràcia,31,la Vila de Gràcia,Home,2 anys,237
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,2 anys,146
2013,7,Horta-Guinardó,33,el Baix Guinardó,Home,2 anys,118
2013,7,Horta-Guinardó,34,Can Baró,Home,2 anys,27
2013,7,Horta-Guinardó,35,el Guinardó,Home,2 anys,163
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Home,2 anys,51
2013,7,Horta-Guinardó,37,el Carmel,Home,2 anys,147
2013,7,Horta-Guinardó,38,la Teixonera,Home,2 anys,41
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,2 anys,22
2013,7,Horta-Guinardó,40,Montbau,Home,2 anys,26
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Home,2 anys,15
2013,7,Horta-Guinardó,42,la Clota,Home,2 anys,6
2013,7,Horta-Guinardó,43,Horta,Home,2 anys,95
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,2 anys,94
2013,8,Nou Barris,45,Porta,Home,2 anys,85
2013,8,Nou Barris,46,el Turó de la Peira,Home,2 anys,75
2013,8,Nou Barris,47,Can Peguera,Home,2 anys,16
2013,8,Nou Barris,48,la Guineueta,Home,2 anys,66
2013,8,Nou Barris,49,Canyelles,Home,2 anys,21
2013,8,Nou Barris,50,les Roquetes,Home,2 anys,95
2013,8,Nou Barris,51,Verdun,Home,2 anys,57
2013,8,Nou Barris,52,la Prosperitat,Home,2 anys,113
2013,8,Nou Barris,53,la Trinitat Nova,Home,2 anys,25
2013,8,Nou Barris,54,Torre Baró,Home,2 anys,12
2013,8,Nou Barris,55,Ciutat Meridiana,Home,2 anys,57
2013,8,Nou Barris,56,Vallbona,Home,2 anys,9
2013,9,Sant Andreu,57,la Trinitat Vella,Home,2 anys,77
2013,9,Sant Andreu,58,Baró de Viver,Home,2 anys,16
2013,9,Sant Andreu,59,el Bon Pastor,Home,2 anys,79
2013,9,Sant Andreu,60,Sant Andreu,Home,2 anys,266
2013,9,Sant Andreu,61,la Sagrera,Home,2 anys,124
2013,9,Sant Andreu,62,el Congrés i els Indians,Home,2 anys,51
2013,9,Sant Andreu,63,Navas,Home,2 anys,105
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,2 anys,160
2013,10,Sant Martí,65,el Clot,Home,2 anys,109
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,2 anys,79
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,2 anys,62
2013,10,Sant Martí,68,el Poblenou,Home,2 anys,190
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,2 anys,98
2013,10,Sant Martí,70,el Besòs i el Maresme,Home,2 anys,132
2013,10,Sant Martí,71,Provençals del Poblenou,Home,2 anys,110
2013,10,Sant Martí,72,Sant Martí de Provençals,Home,2 anys,125
2013,10,Sant Martí,73,la Verneda i la Pau,Home,2 anys,132
2013,1,Ciutat Vella,1,el Raval,Home,3 anys,231
2013,1,Ciutat Vella,2,el Barri Gòtic,Home,3 anys,41
2013,1,Ciutat Vella,3,la Barceloneta,Home,3 anys,63
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,3 anys,102
2013,2,Eixample,5,el Fort Pienc,Home,3 anys,149
2013,2,Eixample,6,la Sagrada Família,Home,3 anys,196
2013,2,Eixample,7,la Dreta de l'Eixample,Home,3 anys,197
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,3 anys,162
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,3 anys,235
2013,2,Eixample,10,Sant Antoni,Home,3 anys,150
2013,3,Sants-Montjuïc,11,el Poble Sec,Home,3 anys,192
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,3 anys,1
2013,3,Sants-Montjuïc,13,la Marina de Port,Home,3 anys,150
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,3 anys,41
2013,3,Sants-Montjuïc,15,Hostafrancs,Home,3 anys,60
2013,3,Sants-Montjuïc,16,la Bordeta,Home,3 anys,72
2013,3,Sants-Montjuïc,17,Sants - Badal,Home,3 anys,81
2013,3,Sants-Montjuïc,18,Sants,Home,3 anys,159
2013,4,Les Corts,19,les Corts,Home,3 anys,195
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Home,3 anys,93
2013,4,Les Corts,21,Pedralbes,Home,3 anys,54
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,3 anys,34
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Home,3 anys,168
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,3 anys,97
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,3 anys,158
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,3 anys,213
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,3 anys,161
2013,6,Gràcia,28,Vallcarca i els Penitents,Home,3 anys,62
2013,6,Gràcia,29,el Coll,Home,3 anys,34
2013,6,Gràcia,30,la Salut,Home,3 anys,49
2013,6,Gràcia,31,la Vila de Gràcia,Home,3 anys,207
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,3 anys,153
2013,7,Horta-Guinardó,33,el Baix Guinardó,Home,3 anys,94
2013,7,Horta-Guinardó,34,Can Baró,Home,3 anys,39
2013,7,Horta-Guinardó,35,el Guinardó,Home,3 anys,152
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Home,3 anys,42
2013,7,Horta-Guinardó,37,el Carmel,Home,3 anys,171
2013,7,Horta-Guinardó,38,la Teixonera,Home,3 anys,60
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,3 anys,28
2013,7,Horta-Guinardó,40,Montbau,Home,3 anys,20
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Home,3 anys,15
2013,7,Horta-Guinardó,42,la Clota,Home,3 anys,2
2013,7,Horta-Guinardó,43,Horta,Home,3 anys,112
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,3 anys,103
2013,8,Nou Barris,45,Porta,Home,3 anys,110
2013,8,Nou Barris,46,el Turó de la Peira,Home,3 anys,64
2013,8,Nou Barris,47,Can Peguera,Home,3 anys,5
2013,8,Nou Barris,48,la Guineueta,Home,3 anys,49
2013,8,Nou Barris,49,Canyelles,Home,3 anys,34
2013,8,Nou Barris,50,les Roquetes,Home,3 anys,78
2013,8,Nou Barris,51,Verdun,Home,3 anys,63
2013,8,Nou Barris,52,la Prosperitat,Home,3 anys,132
2013,8,Nou Barris,53,la Trinitat Nova,Home,3 anys,40
2013,8,Nou Barris,54,Torre Baró,Home,3 anys,10
2013,8,Nou Barris,55,Ciutat Meridiana,Home,3 anys,48
2013,8,Nou Barris,56,Vallbona,Home,3 anys,4
2013,9,Sant Andreu,57,la Trinitat Vella,Home,3 anys,66
2013,9,Sant Andreu,58,Baró de Viver,Home,3 anys,14
2013,9,Sant Andreu,59,el Bon Pastor,Home,3 anys,89
2013,9,Sant Andreu,60,Sant Andreu,Home,3 anys,299
2013,9,Sant Andreu,61,la Sagrera,Home,3 anys,137
2013,9,Sant Andreu,62,el Congrés i els Indians,Home,3 anys,66
2013,9,Sant Andreu,63,Navas,Home,3 anys,94
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,3 anys,135
2013,10,Sant Martí,65,el Clot,Home,3 anys,116
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,3 anys,65
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,3 anys,55
2013,10,Sant Martí,68,el Poblenou,Home,3 anys,207
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,3 anys,109
2013,10,Sant Martí,70,el Besòs i el Maresme,Home,3 anys,121
2013,10,Sant Martí,71,Provençals del Poblenou,Home,3 anys,98
2013,10,Sant Martí,72,Sant Martí de Provençals,Home,3 anys,94
2013,10,Sant Martí,73,la Verneda i la Pau,Home,3 anys,107
2013,1,Ciutat Vella,1,el Raval,Home,4 anys,256
2013,1,Ciutat Vella,2,el Barri Gòtic,Home,4 anys,54
2013,1,Ciutat Vella,3,la Barceloneta,Home,4 anys,49
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,4 anys,98
2013,2,Eixample,5,el Fort Pienc,Home,4 anys,134
2013,2,Eixample,6,la Sagrada Família,Home,4 anys,185
2013,2,Eixample,7,la Dreta de l'Eixample,Home,4 anys,186
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,4 anys,154
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,4 anys,212
2013,2,Eixample,10,Sant Antoni,Home,4 anys,133
2013,3,Sants-Montjuïc,11,el Poble Sec,Home,4 anys,186
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,4 anys,5
2013,3,Sants-Montjuïc,13,la Marina de Port,Home,4 anys,162
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,4 anys,40
2013,3,Sants-Montjuïc,15,Hostafrancs,Home,4 anys,70
2013,3,Sants-Montjuïc,16,la Bordeta,Home,4 anys,77
2013,3,Sants-Montjuïc,17,Sants - Badal,Home,4 anys,106
2013,3,Sants-Montjuïc,18,Sants,Home,4 anys,182
2013,4,Les Corts,19,les Corts,Home,4 anys,213
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Home,4 anys,101
2013,4,Les Corts,21,Pedralbes,Home,4 anys,65
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,4 anys,25
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Home,4 anys,148
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,4 anys,106
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,4 anys,133
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,4 anys,236
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,4 anys,131
2013,6,Gràcia,28,Vallcarca i els Penitents,Home,4 anys,86
2013,6,Gràcia,29,el Coll,Home,4 anys,41
2013,6,Gràcia,30,la Salut,Home,4 anys,69
2013,6,Gràcia,31,la Vila de Gràcia,Home,4 anys,234
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,4 anys,165
2013,7,Horta-Guinardó,33,el Baix Guinardó,Home,4 anys,88
2013,7,Horta-Guinardó,34,Can Baró,Home,4 anys,38
2013,7,Horta-Guinardó,35,el Guinardó,Home,4 anys,158
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Home,4 anys,48
2013,7,Horta-Guinardó,37,el Carmel,Home,4 anys,156
2013,7,Horta-Guinardó,38,la Teixonera,Home,4 anys,44
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,4 anys,27
2013,7,Horta-Guinardó,40,Montbau,Home,4 anys,23
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Home,4 anys,23
2013,7,Horta-Guinardó,42,la Clota,Home,4 anys,4
2013,7,Horta-Guinardó,43,Horta,Home,4 anys,115
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,4 anys,107
2013,8,Nou Barris,45,Porta,Home,4 anys,107
2013,8,Nou Barris,46,el Turó de la Peira,Home,4 anys,76
2013,8,Nou Barris,47,Can Peguera,Home,4 anys,13
2013,8,Nou Barris,48,la Guineueta,Home,4 anys,64
2013,8,Nou Barris,49,Canyelles,Home,4 anys,18
2013,8,Nou Barris,50,les Roquetes,Home,4 anys,97
2013,8,Nou Barris,51,Verdun,Home,4 anys,68
2013,8,Nou Barris,52,la Prosperitat,Home,4 anys,117
2013,8,Nou Barris,53,la Trinitat Nova,Home,4 anys,36
2013,8,Nou Barris,54,Torre Baró,Home,4 anys,7
2013,8,Nou Barris,55,Ciutat Meridiana,Home,4 anys,71
2013,8,Nou Barris,56,Vallbona,Home,4 anys,16
2013,9,Sant Andreu,57,la Trinitat Vella,Home,4 anys,74
2013,9,Sant Andreu,58,Baró de Viver,Home,4 anys,12
2013,9,Sant Andreu,59,el Bon Pastor,Home,4 anys,98
2013,9,Sant Andreu,60,Sant Andreu,Home,4 anys,283
2013,9,Sant Andreu,61,la Sagrera,Home,4 anys,108
2013,9,Sant Andreu,62,el Congrés i els Indians,Home,4 anys,74
2013,9,Sant Andreu,63,Navas,Home,4 anys,88
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,4 anys,141
2013,10,Sant Martí,65,el Clot,Home,4 anys,125
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,4 anys,66
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,4 anys,55
2013,10,Sant Martí,68,el Poblenou,Home,4 anys,191
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,4 anys,98
2013,10,Sant Martí,70,el Besòs i el Maresme,Home,4 anys,134
2013,10,Sant Martí,71,Provençals del Poblenou,Home,4 anys,94
2013,10,Sant Martí,72,Sant Martí de Provençals,Home,4 anys,99
2013,10,Sant Martí,73,la Verneda i la Pau,Home,4 anys,116
2013,1,Ciutat Vella,1,el Raval,Home,5 anys,234
2013,1,Ciutat Vella,2,el Barri Gòtic,Home,5 anys,52
2013,1,Ciutat Vella,3,la Barceloneta,Home,5 anys,42
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,5 anys,71
2013,2,Eixample,5,el Fort Pienc,Home,5 anys,142
2013,2,Eixample,6,la Sagrada Família,Home,5 anys,162
2013,2,Eixample,7,la Dreta de l'Eixample,Home,5 anys,205
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,5 anys,184
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,5 anys,223
2013,2,Eixample,10,Sant Antoni,Home,5 anys,129
2013,3,Sants-Montjuïc,11,el Poble Sec,Home,5 anys,168
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,5 anys,6
2013,3,Sants-Montjuïc,13,la Marina de Port,Home,5 anys,155
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,5 anys,29
2013,3,Sants-Montjuïc,15,Hostafrancs,Home,5 anys,64
2013,3,Sants-Montjuïc,16,la Bordeta,Home,5 anys,75
2013,3,Sants-Montjuïc,17,Sants - Badal,Home,5 anys,94
2013,3,Sants-Montjuïc,18,Sants,Home,5 anys,139
2013,4,Les Corts,19,les Corts,Home,5 anys,197
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Home,5 anys,99
2013,4,Les Corts,21,Pedralbes,Home,5 anys,69
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,5 anys,39
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Home,5 anys,154
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,5 anys,104
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,5 anys,133
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,5 anys,254
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,5 anys,127
