Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Tipologia_parc,Nombre_vehicles
2013,2,Eixample,7,la Dreta de l'Eixample,Camions,1413
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Camions,713
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Camions,669
2013,2,Eixample,10,Sant Antoni,Camions,334
2013,3,Sants-Montjuïc,11,el Poble Sec,Camions,416
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Camions,1586
2013,3,Sants-Montjuïc,13,la Marina de Port,Camions,545
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Camions,381
2013,3,Sants-Montjuïc,15,Hostafrancs,Camions,357
2013,3,Sants-Montjuïc,16,la Bordeta,Camions,204
2013,3,Sants-Montjuïc,17,Sants - Badal,Camions,211
2013,3,Sants-Montjuïc,18,Sants,Camions,465
2013,4,Les Corts,19,les Corts,Camions,596
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Camions,274
2013,4,Les Corts,21,Pedralbes,Camions,115
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Camions,56
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Camions,187
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Camions,120
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Camions,157
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Camions,516
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Camions,149
2013,6,Gràcia,28,Vallcarca i els Penitents,Camions,98
2013,6,Gràcia,29,el Coll,Camions,62
2013,6,Gràcia,30,la Salut,Camions,90
2013,6,Gràcia,31,la Vila de Gràcia,Camions,420
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Camions,214
2013,7,Horta-Guinardó,33,el Baix Guinardó,Camions,208
2013,7,Horta-Guinardó,34,Can Baró,Camions,88
2013,7,Horta-Guinardó,35,el Guinardó,Camions,430
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Camions,111
2013,7,Horta-Guinardó,37,el Carmel,Camions,302
2013,7,Horta-Guinardó,38,la Teixonera,Camions,102
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Camions,48
2013,7,Horta-Guinardó,40,Montbau,Camions,30
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Camions,46
2013,7,Horta-Guinardó,42,la Clota,Camions,14
2013,7,Horta-Guinardó,43,Horta,Camions,256
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Camions,265
2013,8,Nou Barris,45,Porta,Camions,223
2013,8,Nou Barris,46,el Turó de la Peira,Camions,99
2013,8,Nou Barris,47,Can Peguera,Camions,24
2013,8,Nou Barris,48,la Guineueta,Camions,117
2013,8,Nou Barris,49,Canyelles,Camions,80
2013,8,Nou Barris,50,les Roquetes,Camions,213
2013,8,Nou Barris,51,Verdun,Camions,135
2013,8,Nou Barris,52,la Prosperitat,Camions,305
2013,8,Nou Barris,53,la Trinitat Nova,Camions,74
2013,8,Nou Barris,54,Torre Baró,Camions,61
2013,8,Nou Barris,55,Ciutat Meridiana,Camions,121
2013,8,Nou Barris,56,Vallbona,Camions,29
2013,9,Sant Andreu,57,la Trinitat Vella,Camions,112
2013,9,Sant Andreu,58,Baró de Viver,Camions,43
2013,9,Sant Andreu,59,el Bon Pastor,Camions,829
2013,9,Sant Andreu,60,Sant Andreu,Camions,536
2013,9,Sant Andreu,61,la Sagrera,Camions,278
2013,9,Sant Andreu,62,el Congrés i els Indians,Camions,89
2013,9,Sant Andreu,63,Navas,Camions,187
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Camions,385
2013,10,Sant Martí,65,el Clot,Camions,268
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Camions,498
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Camions,111
2013,10,Sant Martí,68,el Poblenou,Camions,387
