Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Cilindrada_motos,Nombre_motos
2016,7,Horta-Guinardó,36,la Font d'en Fargues,126 a 200,154
2016,7,Horta-Guinardó,37,el Carmel,126 a 200,269
2016,7,Horta-Guinardó,38,la Teixonera,126 a 200,108
2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,126 a 200,58
2016,7,Horta-Guinardó,40,Montbau,126 a 200,33
2016,7,Horta-Guinardó,41,la Vall d'Hebron,126 a 200,39
2016,7,Horta-Guinardó,42,la Clota,126 a 200,5
2016,7,Horta-Guinardó,43,Horta,126 a 200,269
2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,126 a 200,174
2016,8,Nou Barris,45,Porta,126 a 200,126
2016,8,Nou Barris,46,el Turó de la Peira,126 a 200,69
2016,8,Nou Barris,47,Can Peguera,126 a 200,12
2016,8,Nou Barris,48,la Guineueta,126 a 200,77
2016,8,Nou Barris,49,Canyelles,126 a 200,33
2016,8,Nou Barris,50,les Roquetes,126 a 200,60
2016,8,Nou Barris,51,Verdun,126 a 200,52
2016,8,Nou Barris,52,la Prosperitat,126 a 200,108
2016,8,Nou Barris,53,la Trinitat Nova,126 a 200,21
2016,8,Nou Barris,54,Torre Baró,126 a 200,12
2016,8,Nou Barris,55,Ciutat Meridiana,126 a 200,31
2016,8,Nou Barris,56,Vallbona,126 a 200,6
2016,9,Sant Andreu,57,la Trinitat Vella,126 a 200,35
2016,9,Sant Andreu,58,Baró de Viver,126 a 200,9
2016,9,Sant Andreu,59,el Bon Pastor,126 a 200,50
2016,9,Sant Andreu,60,Sant Andreu,126 a 200,372
2016,9,Sant Andreu,61,la Sagrera,126 a 200,203
2016,9,Sant Andreu,62,el Congrés i els Indians,126 a 200,100
2016,9,Sant Andreu,63,Navas,126 a 200,176
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,126 a 200,339
2016,10,Sant Martí,65,el Clot,126 a 200,208
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,126 a 200,151
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,126 a 200,112
2016,10,Sant Martí,68,el Poblenou,126 a 200,250
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,126 a 200,100
2016,10,Sant Martí,70,el Besòs i el Maresme,126 a 200,72
2016,10,Sant Martí,71,Provençals del Poblenou,126 a 200,123
2016,10,Sant Martí,72,Sant Martí de Provençals,126 a 200,176
2016,10,Sant Martí,73,la Verneda i la Pau,126 a 200,134
2016,99,No consta,99,No consta,126 a 200,34
2016,1,Ciutat Vella,1,el Raval,201 a 250 cc,223
2016,1,Ciutat Vella,2,el Barri Gòtic,201 a 250 cc,430
2016,1,Ciutat Vella,3,la Barceloneta,201 a 250 cc,95
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",201 a 250 cc,158
2016,2,Eixample,5,el Fort Pienc,201 a 250 cc,319
2016,2,Eixample,6,la Sagrada Família,201 a 250 cc,510
2016,2,Eixample,7,la Dreta de l'Eixample,201 a 250 cc,684
2016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,201 a 250 cc,556
2016,2,Eixample,9,la Nova Esquerra de l'Eixample,201 a 250 cc,673
2016,2,Eixample,10,Sant Antoni,201 a 250 cc,387
2016,3,Sants-Montjuïc,11,el Poble Sec,201 a 250 cc,306
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,201 a 250 cc,43
2016,3,Sants-Montjuïc,13,la Marina de Port,201 a 250 cc,269
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,201 a 250 cc,108
2016,3,Sants-Montjuïc,15,Hostafrancs,201 a 250 cc,117
2016,3,Sants-Montjuïc,16,la Bordeta,201 a 250 cc,198
2016,3,Sants-Montjuïc,17,Sants - Badal,201 a 250 cc,224
2016,3,Sants-Montjuïc,18,Sants,201 a 250 cc,408
2016,4,Les Corts,19,les Corts,201 a 250 cc,652
2016,4,Les Corts,20,la Maternitat i Sant Ramon,201 a 250 cc,304
2016,4,Les Corts,21,Pedralbes,201 a 250 cc,246
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",201 a 250 cc,99
2016,5,Sarrià-Sant Gervasi,23,Sarrià,201 a 250 cc,486
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,201 a 250 cc,375
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,201 a 250 cc,486
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,201 a 250 cc,1024
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,201 a 250 cc,491
2016,6,Gràcia,28,Vallcarca i els Penitents,201 a 250 cc,200
2016,6,Gràcia,29,el Coll,201 a 250 cc,97
2016,6,Gràcia,30,la Salut,201 a 250 cc,155
2016,6,Gràcia,31,la Vila de Gràcia,201 a 250 cc,550
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,201 a 250 cc,442
2016,7,Horta-Guinardó,33,el Baix Guinardó,201 a 250 cc,293
2016,7,Horta-Guinardó,34,Can Baró,201 a 250 cc,133
2016,7,Horta-Guinardó,35,el Guinardó,201 a 250 cc,392
2016,7,Horta-Guinardó,36,la Font d'en Fargues,201 a 250 cc,137
2016,7,Horta-Guinardó,37,el Carmel,201 a 250 cc,286
2016,7,Horta-Guinardó,38,la Teixonera,201 a 250 cc,134
2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,201 a 250 cc,75
2016,7,Horta-Guinardó,40,Montbau,201 a 250 cc,43
2016,7,Horta-Guinardó,41,la Vall d'Hebron,201 a 250 cc,43
2016,7,Horta-Guinardó,42,la Clota,201 a 250 cc,4
2016,7,Horta-Guinardó,43,Horta,201 a 250 cc,307
2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,201 a 250 cc,228
2016,8,Nou Barris,45,Porta,201 a 250 cc,156
2016,8,Nou Barris,46,el Turó de la Peira,201 a 250 cc,95
2016,8,Nou Barris,47,Can Peguera,201 a 250 cc,14
2016,8,Nou Barris,48,la Guineueta,201 a 250 cc,140
2016,8,Nou Barris,49,Canyelles,201 a 250 cc,43
2016,8,Nou Barris,50,les Roquetes,201 a 250 cc,67
2016,8,Nou Barris,51,Verdun,201 a 250 cc,65
2016,8,Nou Barris,52,la Prosperitat,201 a 250 cc,171
2016,8,Nou Barris,53,la Trinitat Nova,201 a 250 cc,33
2016,8,Nou Barris,54,Torre Baró,201 a 250 cc,17
2016,8,Nou Barris,55,Ciutat Meridiana,201 a 250 cc,38
2016,8,Nou Barris,56,Vallbona,201 a 250 cc,12
2016,9,Sant Andreu,57,la Trinitat Vella,201 a 250 cc,57
2016,9,Sant Andreu,58,Baró de Viver,201 a 250 cc,12
2016,9,Sant Andreu,59,el Bon Pastor,201 a 250 cc,85
2016,9,Sant Andreu,60,Sant Andreu,201 a 250 cc,472
2016,9,Sant Andreu,61,la Sagrera,201 a 250 cc,182
2016,9,Sant Andreu,62,el Congrés i els Indians,201 a 250 cc,114
2016,9,Sant Andreu,63,Navas,201 a 250 cc,208
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,201 a 250 cc,329
2016,10,Sant Martí,65,el Clot,201 a 250 cc,232
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,201 a 250 cc,138
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,201 a 250 cc,123
2016,10,Sant Martí,68,el Poblenou,201 a 250 cc,286
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,201 a 250 cc,121
2016,10,Sant Martí,70,el Besòs i el Maresme,201 a 250 cc,92
2016,10,Sant Martí,71,Provençals del Poblenou,201 a 250 cc,169
2016,10,Sant Martí,72,Sant Martí de Provençals,201 a 250 cc,223
2016,10,Sant Martí,73,la Verneda i la Pau,201 a 250 cc,211
2016,99,No consta,99,No consta,201 a 250 cc,32
2016,1,Ciutat Vella,1,el Raval,251 a 300 cc,89
2016,1,Ciutat Vella,2,el Barri Gòtic,251 a 300 cc,56
2016,1,Ciutat Vella,3,la Barceloneta,251 a 300 cc,51
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",251 a 300 cc,69
2016,2,Eixample,5,el Fort Pienc,251 a 300 cc,141
2016,2,Eixample,6,la Sagrada Família,251 a 300 cc,235
2016,2,Eixample,7,la Dreta de l'Eixample,251 a 300 cc,355
2016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,251 a 300 cc,302
2016,2,Eixample,9,la Nova Esquerra de l'Eixample,251 a 300 cc,339
2016,2,Eixample,10,Sant Antoni,251 a 300 cc,167
2016,3,Sants-Montjuïc,11,el Poble Sec,251 a 300 cc,136
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,251 a 300 cc,16
2016,3,Sants-Montjuïc,13,la Marina de Port,251 a 300 cc,123
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,251 a 300 cc,46
2016,3,Sants-Montjuïc,15,Hostafrancs,251 a 300 cc,58
2016,3,Sants-Montjuïc,16,la Bordeta,251 a 300 cc,73
2016,3,Sants-Montjuïc,17,Sants - Badal,251 a 300 cc,106
2016,3,Sants-Montjuïc,18,Sants,251 a 300 cc,198
2016,4,Les Corts,19,les Corts,251 a 300 cc,357
2016,4,Les Corts,20,la Maternitat i Sant Ramon,251 a 300 cc,168
2016,4,Les Corts,21,Pedralbes,251 a 300 cc,164
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",251 a 300 cc,58
2016,5,Sarrià-Sant Gervasi,23,Sarrià,251 a 300 cc,356
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,251 a 300 cc,245
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,251 a 300 cc,347
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,251 a 300 cc,674
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,251 a 300 cc,287
2016,6,Gràcia,28,Vallcarca i els Penitents,251 a 300 cc,127
2016,6,Gràcia,29,el Coll,251 a 300 cc,56
2016,6,Gràcia,30,la Salut,251 a 300 cc,98
2016,6,Gràcia,31,la Vila de Gràcia,251 a 300 cc,277
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,251 a 300 cc,218
2016,7,Horta-Guinardó,33,el Baix Guinardó,251 a 300 cc,127
2016,7,Horta-Guinardó,34,Can Baró,251 a 300 cc,66
2016,7,Horta-Guinardó,35,el Guinardó,251 a 300 cc,196
2016,7,Horta-Guinardó,36,la Font d'en Fargues,251 a 300 cc,101
2016,7,Horta-Guinardó,37,el Carmel,251 a 300 cc,167
2016,7,Horta-Guinardó,38,la Teixonera,251 a 300 cc,77
2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,251 a 300 cc,41
2016,7,Horta-Guinardó,40,Montbau,251 a 300 cc,23
2016,7,Horta-Guinardó,41,la Vall d'Hebron,251 a 300 cc,32
2016,7,Horta-Guinardó,42,la Clota,251 a 300 cc,2
2016,7,Horta-Guinardó,43,Horta,251 a 300 cc,153
2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,251 a 300 cc,94
2016,8,Nou Barris,45,Porta,251 a 300 cc,63
2016,8,Nou Barris,46,el Turó de la Peira,251 a 300 cc,42
2016,8,Nou Barris,47,Can Peguera,251 a 300 cc,7
2016,8,Nou Barris,48,la Guineueta,251 a 300 cc,54
2016,8,Nou Barris,49,Canyelles,251 a 300 cc,31
2016,8,Nou Barris,50,les Roquetes,251 a 300 cc,29
2016,8,Nou Barris,51,Verdun,251 a 300 cc,29
2016,8,Nou Barris,52,la Prosperitat,251 a 300 cc,86
2016,8,Nou Barris,53,la Trinitat Nova,251 a 300 cc,20
2016,8,Nou Barris,54,Torre Baró,251 a 300 cc,4
2016,8,Nou Barris,55,Ciutat Meridiana,251 a 300 cc,17
2016,8,Nou Barris,56,Vallbona,251 a 300 cc,1
2016,9,Sant Andreu,57,la Trinitat Vella,251 a 300 cc,22
2016,9,Sant Andreu,58,Baró de Viver,251 a 300 cc,5
2016,9,Sant Andreu,59,el Bon Pastor,251 a 300 cc,40
2016,9,Sant Andreu,60,Sant Andreu,251 a 300 cc,240
2016,9,Sant Andreu,61,la Sagrera,251 a 300 cc,109
2016,9,Sant Andreu,62,el Congrés i els Indians,251 a 300 cc,49
2016,9,Sant Andreu,63,Navas,251 a 300 cc,94
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,251 a 300 cc,152
2016,10,Sant Martí,65,el Clot,251 a 300 cc,98
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,251 a 300 cc,79
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,251 a 300 cc,76
2016,10,Sant Martí,68,el Poblenou,251 a 300 cc,151
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,251 a 300 cc,78
2016,10,Sant Martí,70,el Besòs i el Maresme,251 a 300 cc,45
2016,10,Sant Martí,71,Provençals del Poblenou,251 a 300 cc,87
2016,10,Sant Martí,72,Sant Martí de Provençals,251 a 300 cc,94
2016,10,Sant Martí,73,la Verneda i la Pau,251 a 300 cc,95
2016,99,No consta,99,No consta,251 a 300 cc,6
2016,1,Ciutat Vella,1,el Raval,301 a 500 cc,190
2016,1,Ciutat Vella,2,el Barri Gòtic,301 a 500 cc,168
2016,1,Ciutat Vella,3,la Barceloneta,301 a 500 cc,93
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",301 a 500 cc,144
2016,2,Eixample,5,el Fort Pienc,301 a 500 cc,266
2016,2,Eixample,6,la Sagrada Família,301 a 500 cc,397
2016,2,Eixample,7,la Dreta de l'Eixample,301 a 500 cc,551
2016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,301 a 500 cc,448
2016,2,Eixample,9,la Nova Esquerra de l'Eixample,301 a 500 cc,509
2016,2,Eixample,10,Sant Antoni,301 a 500 cc,289
2016,3,Sants-Montjuïc,11,el Poble Sec,301 a 500 cc,250
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,301 a 500 cc,20
2016,3,Sants-Montjuïc,13,la Marina de Port,301 a 500 cc,211
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,301 a 500 cc,87
2016,3,Sants-Montjuïc,15,Hostafrancs,301 a 500 cc,116
